,id,name,no_alle,no_activity,no_reise,no_bi,no_gg,x,y,prazision,typ,noten,region0,region1,region2,Region2shortcut,region3,geometry
557,559.0,Těšov,1.0,0.0,0.0,0.0,1.0,49.033,17.675,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.675 49.033)
558,560.0,Thallern,2.0,0.0,0.0,0.0,2.0,48.05,16.29,3.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.29 48.05)
559,561.0,Thaures,1.0,0.0,0.0,1.0,0.0,48.652,14.979,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (14.979 48.652)
560,562.0,Theiß,1.0,0.0,0.0,0.0,1.0,48.399,15.692,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (15.692 48.399)
561,563.0,Tišnov,4.0,0.0,0.0,4.0,0.0,49.349,16.424,1.0,gemeinde,,Mähren,Mähren,Brünner Teil,BT,Brünner Teil,POINT (16.424 49.349)
562,564.0,Tittmoning,2.0,1.0,1.0,0.0,0.0,48.063,12.768,1.0,gemeinde,,Ausland,Salzburg,Salzburg,Sa,Salzburg,POINT (12.768 48.063)
563,565.0,Tobra,1.0,0.0,0.0,0.0,1.0,48.231,14.686,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (14.686 48.231)
564,566.0,Toruń,2.0,1.0,1.0,0.0,0.0,53.01,18.605,1.0,gemeinde,,Ausland,Pommern,Pommern,POM,Pommern,POINT (18.605 53.01)
565,567.0,Traboch,1.0,0.0,0.0,0.0,1.0,47.377,14.99,1.0,gemeinde,,Steiermark,Steiermark,Nordsteiermark,NS,Nordsteiermark,POINT (14.99 47.377)
566,568.0,Traiskirchen,2.0,1.0,1.0,0.0,0.0,48.014,16.295,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.295 48.014)
567,569.0,Traubenberg,0.0,0.0,0.0,0.0,0.0,46.95,15.617,1.0,gemeinde,kopec,Steiermark,Steiermark,Mittelsteiermark,MS,Mittelsteiermark,POINT (15.617 46.95)
568,570.0,Třebelovice,1.0,0.0,0.0,1.0,0.0,49.021,15.667,1.0,gemeinde,,Mähren,Mähren,Znaimer Teil,ZT,Znaimer Teil,POINT (15.667 49.021)
569,571.0,Trhové Sviny,2.0,0.0,0.0,2.0,0.0,48.842,14.639,1.0,gemeinde,,Böhmen,Böhmen,Südböhmen,SB,Südböhmen,POINT (14.639 48.842)
570,572.0,Trnava,3.0,1.0,1.0,1.0,0.0,48.377,17.586,1.0,gemeinde,,Ungarn,Ungarn,Westungarn,WU,Westungarn,POINT (17.586 48.377)
571,573.0,Trnovany,1.0,0.0,0.0,1.0,0.0,50.316,13.601,1.0,gemeinde,,Böhmen,Böhmen,Nordwestböhmen,NWB,Nordwestböhmen,POINT (13.601 50.316)
572,574.0,Troppauer Teil,1.0,0.0,0.0,1.0,0.0,,,2.0,region,,Schlesien,Schlesien,Troppauer Teil,TT,Troppauer Teil,POINT (nan nan)
573,575.0,Troppauer Teil Olmützer Teil,0.0,0.0,0.0,0.0,0.0,,,2.0,region,,Mähren,Mähren,Troppauer Teil Olmützer Teil,,Troppauer Teil Olmützer Teil,POINT (nan nan)
574,576.0,Trübensee,2.0,0.0,0.0,1.0,1.0,48.362,16.038,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.038 48.362)
575,577.0,Trzebnica,2.0,1.0,1.0,0.0,0.0,51.31,17.063,1.0,gemeinde,,Schlesien,Schlesien,Schlesien,Sl,Schlesien,POINT (17.063 51.31)
576,578.0,Tulln,9.0,0.0,0.0,7.0,2.0,48.331,16.059,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.059 48.331)
577,579.0,Türnitz,2.0,0.0,0.0,0.0,2.0,47.929,15.485,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.485 47.929)
578,580.0,Tursko,1.0,0.0,0.0,0.0,1.0,50.191,14.322,1.0,gemeinde,,Böhmen,Böhmen,Mittelböhmen,MB,Mittelböhmen,POINT (14.322 50.191)
579,581.0,Úherce,1.0,0.0,0.0,0.0,1.0,50.369,14.99,3.0,gemeinde,,Böhmen,Böhmen,Nordböhmen,NB,Nordböhmen,POINT (14.99 50.369)
580,582.0,Uherské Hradiště,9.0,2.0,3.0,3.0,1.0,49.07,17.46,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.46 49.07)
581,583.0,Uherský Brod,4.0,0.0,0.0,3.0,1.0,49.025,17.647,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.647 49.025)
582,584.0,Uherský Ostroh,2.0,1.0,1.0,0.0,0.0,48.986,17.39,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.39 48.986)
583,585.0,Ujazd,2.0,1.0,1.0,0.0,0.0,50.389,18.35,1.0,gemeinde,,Schlesien,Schlesien,Troppauer Teil,TT,Troppauer Teil,POINT (18.35 50.389)
584,586.0,Ulmerfeld,1.0,0.0,0.0,0.0,1.0,48.076,14.822,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (14.822 48.076)
585,587.0,Uničov,2.0,1.0,1.0,0.0,0.0,49.771,17.121,1.0,gemeinde,,Mähren,Mähren,Olmützer Teil,OT,Olmützer Teil,POINT (17.121 49.771)
586,588.0,Unterlaa,1.0,0.0,0.0,0.0,1.0,48.128,16.419,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.419 48.128)
587,589.0,Ústí nad Labem,2.0,0.0,0.0,2.0,0.0,50.66,14.041,1.0,gemeinde,,Böhmen,Böhmen,Nordböhmen,NB,Nordböhmen,POINT (14.041 50.66)
588,590.0,Valtice,1.0,0.0,0.0,0.0,1.0,48.741,16.755,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.755 48.741)
589,591.0,Velehrad,12.0,2.0,1.0,9.0,0.0,49.105,17.395,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.395 49.105)
590,592.0,Velké Hoštice,1.0,0.0,0.0,0.0,1.0,49.936,17.974,1.0,gemeinde,,Schlesien,Schlesien,Troppauer Teil,TT,Troppauer Teil,POINT (17.974 49.936)
591,593.0,Velký Týnec,1.0,0.0,0.0,0.0,1.0,49.552,17.34,1.0,gemeinde,,Mähren,Mähren,Olmützer Teil,OT,Olmützer Teil,POINT (17.34 49.552)
592,594.0,Vernéřov,1.0,0.0,0.0,0.0,1.0,50.402,13.223,1.0,gemeinde,,Böhmen,Böhmen,Nordwestböhmen,NWB,Nordwestböhmen,POINT (13.223 50.402)
593,595.0,Veveří,1.0,1.0,0.0,0.0,0.0,49.257,16.462,1.0,gemeinde,,Mähren,Mähren,Brünner Teil,BT,Brünner Teil,POINT (16.462 49.257)
594,596.0,Viechtwang,1.0,0.0,0.0,0.0,1.0,47.915,13.963,1.0,gemeinde,,Oberösterreich,Oberösterreich,Oberösterreich,OÖ,Oberösterreich,POINT (13.963 47.915)
595,597.0,Viehofen,2.0,0.0,0.0,2.0,0.0,48.193,15.62,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.62 48.193)
596,598.0,Viktring,4.0,0.0,0.0,4.0,0.0,46.589,14.27,1.0,gemeinde,,Kärnten,Kärnten,Ostkärnten,OK,Ostkärnten,POINT (14.27 46.589)
597,599.0,Vilémov,2.0,0.0,0.0,2.0,0.0,49.814,15.535,1.0,gemeinde,,Böhmen,Böhmen,Böhmischmährische Höhe,BMH,Böhmischmährische Höhe,POINT (15.535 49.814)
598,600.0,Vilstal,2.0,1.0,1.0,0.0,0.0,48.45,12.358,1.0,gemeinde,,Ausland,Bayern,Bayern,Ba,Bayern,POINT (12.358 48.45)
599,601.0,Villach,2.0,1.0,1.0,0.0,0.0,46.61,13.856,1.0,gemeinde,,Kärnten,Kärnten,Westkärnten,WK,Westkärnten,POINT (13.856 46.61)
600,602.0,Vizovice,1.0,0.0,0.0,1.0,0.0,49.223,17.855,1.0,gemeinde,,Mähren,Mähren,Nordostmähren,NOM,Nordostmähren,POINT (17.855 49.223)
601,603.0,Vöcklabruck,2.0,1.0,1.0,0.0,0.0,48.009,13.653,1.0,gemeinde,,Oberösterreich,Oberösterreich,Oberösterreich,OÖ,Oberösterreich,POINT (13.653 48.009)
602,604.0,Vogtland,0.0,0.0,0.0,0.0,0.0,,,2.0,region,,Ausland,Bayern,Bayern,Ba,Bayern,POINT (nan nan)
603,605.0,Voitsberg,3.0,2.0,1.0,0.0,0.0,47.05,15.147,1.0,gemeinde,,Steiermark,Steiermark,Mittelsteiermark,MS,Mittelsteiermark,POINT (15.147 47.05)
604,606.0,Völkermarkt,2.0,1.0,1.0,0.0,0.0,46.662,14.633,1.0,gemeinde,,Kärnten,Kärnten,Ostkärnten,OK,Ostkärnten,POINT (14.633 46.662)
605,607.0,Volkersdorf,1.0,0.0,0.0,1.0,0.0,48.195,14.43,1.0,gemeinde,,Oberösterreich,Oberösterreich,Oberösterreich,OÖ,Oberösterreich,POINT (14.43 48.195)
606,608.0,Vornbach,1.0,0.0,0.0,1.0,0.0,48.486,13.442,1.0,gemeinde,,Ausland,Bayern,Bayern,Ba,Bayern,POINT (13.442 48.486)
607,609.0,Vracov,4.0,2.0,2.0,0.0,0.0,48.977,17.209,1.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (17.209 48.977)
608,610.0,Vratěnín,1.0,0.0,0.0,0.0,1.0,48.904,15.595,1.0,gemeinde,,Mähren,Mähren,Znaimer Teil,ZT,Znaimer Teil,POINT (15.595 48.904)
609,611.0,Vronovy,1.0,0.0,0.0,1.0,0.0,,,4.0,gemeinde,,Mähren,Mähren,Südostmähren,SOM,Südostmähren,POINT (nan nan)
610,612.0,Vsisko,2.0,0.0,0.0,0.0,2.0,49.552,17.314,1.0,gemeinde,,Mähren,Mähren,Olmützer Teil,OT,Olmützer Teil,POINT (17.314 49.552)
611,613.0,Vyšehrad,14.0,0.0,0.0,14.0,0.0,50.065,14.418,1.0,gemeinde,,Böhmen,Prag,Prag,Pr,Prag,POINT (14.418 50.065)
612,,Vyšínek,,,,,,50.298,14.07,,gemeinde,,Böhmen,Böhmen,Mittelböhmen,MB,MB,POINT (14.07 50.298)
613,614.0,Vyškov,4.0,2.0,2.0,0.0,0.0,49.28,17.0,1.0,gemeinde,,Mähren,Mähren,Olmützer Teil,OT,Olmützer Teil,POINT (17 49.28)
614,615.0,Vysoké Mýto,1.0,0.0,0.0,1.0,0.0,49.953,16.162,1.0,gemeinde,,Böhmen,Böhmen,Ostböhmen,OB,Ostböhmen,POINT (16.162 49.953)
615,616.0,Vyšší Brod,4.0,1.0,1.0,2.0,0.0,48.618,14.312,1.0,gemeinde,,Böhmen,Böhmen,Südböhmen,SB,Südböhmen,POINT (14.312 48.618)
616,617.0,Waidhofen,1.0,0.0,0.0,1.0,0.0,47.961,14.774,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (14.774 47.961)
617,618.0,Waidhofen an der Ybbs,1.0,0.0,0.0,0.0,1.0,47.961,14.774,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (14.774 47.961)
618,619.0,Waldhausen,0.0,0.0,0.0,0.0,0.0,48.522,15.261,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (15.261 48.522)
619,620.0,Waldhausen im Strudengau,4.0,0.0,0.0,4.0,0.0,48.273,14.948,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (14.948 48.273)
620,621.0,Waldsassen,4.0,0.0,0.0,4.0,0.0,50.004,12.306,1.0,gemeinde,,Böhmen,Egerland,Egerland,Eg,Egerland,POINT (12.306 50.004)
621,622.0,Waxenegg,1.0,0.0,0.0,0.0,1.0,47.271,15.68,1.0,gemeinde,ruiny hradu,Steiermark,Steiermark,Mittelsteiermark,MS,Mittelsteiermark,POINT (15.68 47.271)
622,623.0,Weikertschlag,1.0,0.0,0.0,0.0,1.0,48.615,14.856,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (14.856 48.615)
623,624.0,Weiselburg,1.0,0.0,0.0,0.0,1.0,48.13,15.138,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.138 48.13)
624,625.0,Weißenstein,2.0,0.0,0.0,1.0,1.0,46.674,13.744,1.0,gemeinde,,Kärnten,Kärnten,Westkärnten,WK,Westkärnten,POINT (13.744 46.674)
625,626.0,Weißkirchen in Steiermark,1.0,0.0,0.0,0.0,1.0,47.158,14.738,1.0,gemeinde,,Steiermark,Steiermark,Nordsteiermark,NS,Nordsteiermark,POINT (14.738 47.158)
626,627.0,Weitra,3.0,0.0,0.0,3.0,0.0,48.688,14.932,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (14.932 48.688)
627,628.0,Wels,14.0,6.0,6.0,1.0,1.0,48.158,14.027,1.0,gemeinde,,Oberösterreich,Oberösterreich,Oberösterreich,OÖ,Oberösterreich,POINT (14.027 48.158)
628,629.0,Westkärnten,0.0,0.0,0.0,0.0,0.0,,,2.0,region,,Kärnten,Kärnten,Westkärnten,WK,Westkärnten,POINT (nan nan)
629,630.0,Westungarn,0.0,0.0,0.0,0.0,0.0,,,2.0,region,,Ungarn,Ungarn,Westungarn,WU,Westungarn,POINT (nan nan)
630,631.0,Wetzleinsdorf,1.0,0.0,0.0,0.0,1.0,48.477,16.385,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.385 48.477)
631,632.0,Wien,271.0,116.0,124.0,23.0,8.0,48.221,16.388,1.0,gemeinde,,Niederösterreich,Wien,Wien,Wi,Wien,POINT (16.388 48.221)
632,633.0,Wiener Neustadt,31.0,8.0,8.0,10.0,5.0,47.81,16.24,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.24 47.81)
633,634.0,Wienflusse,0.0,0.0,0.0,0.0,0.0,48.208,16.373,2.0,gemeinde,,Niederösterreich,Wien,Wien,Wi,Wien,POINT (16.373 48.208)
634,635.0,Wiesenfeld,2.0,0.0,0.0,1.0,1.0,48.05,15.643,3.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.643 48.05)
635,636.0,Wildon,3.0,0.0,0.0,3.0,0.0,46.888,15.503,1.0,gemeinde,,Steiermark,Steiermark,Mittelsteiermark,MS,Mittelsteiermark,POINT (15.503 46.888)
636,637.0,Wilfleinsdorf,1.0,0.0,0.0,0.0,1.0,48.011,16.723,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.723 48.011)
637,638.0,Wilhelmsburg,2.0,1.0,1.0,0.0,0.0,48.105,15.606,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.606 48.105)
638,639.0,Wilhering,9.0,0.0,0.0,9.0,0.0,48.324,14.19,1.0,gemeinde,,Oberösterreich,Oberösterreich,Oberösterreich,OÖ,Oberösterreich,POINT (14.19 48.324)
639,640.0,Wimpassing im Schwarzatale,1.0,0.0,0.0,0.0,1.0,47.7,16.032,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.032 47.7)
640,641.0,Winden am See,2.0,0.0,0.0,1.0,1.0,47.953,16.753,1.0,gemeinde,,Ungarn,Ungarn,Westungarn,WU,Westungarn,POINT (16.753 47.953)
641,642.0,Windischgarsten,3.0,0.0,0.0,0.0,3.0,47.722,14.328,1.0,gemeinde,,Oberösterreich,Oberösterreich,Oberösterreich,OÖ,Oberösterreich,POINT (14.328 47.722)
642,643.0,Winkl,1.0,0.0,0.0,0.0,1.0,48.668,15.48,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.48 48.668)
643,644.0,Winzendorf-Muthmannsdorf,1.0,0.0,0.0,0.0,1.0,47.81,16.116,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.116 47.81)
644,645.0,Wolkersdorf,1.0,0.0,0.0,1.0,0.0,48.383,16.518,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.518 48.383)
645,646.0,Wrocław,14.0,6.0,6.0,2.0,0.0,51.109,17.034,1.0,gemeinde,,Schlesien,Schlesien,Schlesien,Sl,Schlesien,POINT (17.034 51.109)
646,647.0,Ybbs an der Donau,6.0,0.0,0.0,2.0,4.0,48.175,15.064,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.064 48.175)
647,648.0,Ysperklamm,1.0,0.0,0.0,0.0,1.0,48.339,15.061,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (15.061 48.339)
648,649.0,Zábrdovice,1.0,0.0,0.0,1.0,0.0,49.2,16.615,1.0,gemeinde,,Mähren,Mähren,Brünner Teil,BT,Brünner Teil,POINT (16.615 49.2)
649,650.0,Zahořany,1.0,0.0,0.0,0.0,1.0,49.434,13.002,1.0,gemeinde,,Böhmen,Böhmen,Südwestböhmen,SWB,Südwestböhmen,POINT (13.002 49.434)
650,651.0,Žalkovice,1.0,0.0,0.0,0.0,1.0,49.372,17.436,1.0,gemeinde,,Mähren,Mähren,Nordostmähren,NOM,Nordostmähren,POINT (17.436 49.372)
651,652.0,Žatec,4.0,1.0,1.0,1.0,1.0,50.33,13.54,1.0,gemeinde,,Böhmen,Böhmen,Nordwestböhmen,NWB,Nordwestböhmen,POINT (13.54 50.33)
652,653.0,Zbraslav,4.0,3.0,0.0,0.0,1.0,49.976,14.394,1.0,gemeinde,,Böhmen,Böhmen,Mittelböhmen,MB,Mittelböhmen,POINT (14.394 49.976)
653,654.0,Zbůch,1.0,0.0,0.0,0.0,1.0,49.678,13.226,1.0,gemeinde,,Böhmen,Böhmen,Südwestböhmen,SWB,Südwestböhmen,POINT (13.226 49.678)
654,655.0,Žďákov,1.0,0.0,0.0,0.0,1.0,49.505,14.167,2.0,gemeinde,zaniklé,Böhmen,Böhmen,Südböhmen,SB,Südböhmen,POINT (14.167 49.505)
655,656.0,Ždánice,1.0,0.0,0.0,0.0,1.0,49.969,14.959,1.0,gemeinde,,Böhmen,Böhmen,Ostböhmen,OB,Ostböhmen,POINT (14.959 49.969)
656,657.0,Žďár nad Sázavou,6.0,0.0,0.0,6.0,0.0,49.564,15.939,1.0,gemeinde,,Böhmen,Böhmen,Böhmischmährische Höhe,BMH,Böhmischmährische Höhe,POINT (15.939 49.564)
657,658.0,Zduchovice,0.0,0.0,0.0,0.0,0.0,49.639,14.209,1.0,gemeinde,,Böhmen,Böhmen,Mittelböhmen,MB,Mittelböhmen,POINT (14.209 49.639)
658,659.0,Železná,1.0,0.0,0.0,0.0,1.0,49.969,14.959,1.0,gemeinde,,Böhmen,Böhmen,Mittelböhmen,MB,Mittelböhmen,POINT (14.959 49.969)
659,660.0,Zelking-Matzleinsdorf,1.0,0.0,0.0,1.0,0.0,48.183,15.255,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.255 48.183)
660,661.0,Zhoř (Tachov),1.0,0.0,0.0,0.0,1.0,49.66,12.969,1.0,gemeinde,,Böhmen,Böhmen,Südwestböhmen,SWB,Südwestböhmen,POINT (12.969 49.66)
661,662.0,Žiče,3.0,0.0,0.0,3.0,0.0,46.315,15.476,3.0,gemeinde,Na severe SI je ďalšia Žiče,Steiermark,Steiermark,Südsteiermark,SS,Südsteiermark,POINT (15.476 46.315)
662,663.0,Zlatá Koruna,5.0,0.0,0.0,5.0,0.0,48.855,14.37,1.0,gemeinde,,Böhmen,Böhmen,Südböhmen,SB,Südböhmen,POINT (14.37 48.855)
663,664.0,Zlatníky,1.0,0.0,0.0,0.0,1.0,49.942,17.83,3.0,gemeinde,,Schlesien,Schlesien,Troppauer Teil,TT,Troppauer Teil,POINT (17.83 49.942)
664,665.0,Zlíchov,2.0,0.0,0.0,0.0,2.0,50.046,14.408,1.0,gemeinde,,Böhmen,Böhmen,Mittelböhmen,MB,Mittelböhmen,POINT (14.408 50.046)
665,666.0,Znaimer Teil,1.0,0.0,0.0,1.0,0.0,,,2.0,region,,Mähren,Mähren,Znaimer Teil,ZT,Znaimer Teil,POINT (nan nan)
666,667.0,Znojmo,59.0,27.0,27.0,3.0,2.0,48.86,16.05,1.0,gemeinde,,Mähren,Mähren,Znaimer Teil,ZT,Znaimer Teil,POINT (16.05 48.86)
667,668.0,Zvíkov,5.0,2.0,2.0,1.0,0.0,49.439,14.192,1.0,gemeinde,,Böhmen,Böhmen,Südböhmen,SB,Südböhmen,POINT (14.192 49.439)
668,669.0,Zwerndorf,1.0,0.0,0.0,0.0,1.0,48.342,16.84,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.84 48.342)
669,670.0,Zwettl,23.0,2.0,2.0,18.0,1.0,48.607,15.169,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordwestniederösterreich,NWNÖ,Nordwestniederösterreich,POINT (15.169 48.607)
670,671.0,Vrutice,2.0,0.0,0.0,0.0,2.0,50.502,14.292,1.0,gemeinde,,Böhmen,Böhmen,Nordböhmen,NB,Nordböhmen,POINT (14.292 50.502)
671,672.0,Polepy,1.0,0.0,0.0,0.0,1.0,50.508,14.267,1.0,gemeinde,,Böhmen,Böhmen,Nordböhmen,NB,Nordböhmen,POINT (14.267 50.508)
672,673.0,Červený Újezd,1.0,0.0,0.0,0.0,1.0,50.069,14.166,1.0,gemeinde,,Böhmen,Böhmen,Südwestböhmen,SWB,Südwestböhmen,POINT (14.166 50.069)
673,674.0,Čretež pri Krškem,2.0,0.0,0.0,0.0,2.0,45.969,15.46,1.0,gemeinde,,Krain + Aquileia,Krain,Krain,Kr,Krain,POINT (15.46 45.969)
674,675.0,Dolenje Mokro Polje,2.0,0.0,0.0,0.0,2.0,45.834,15.277,1.0,gemeinde,,Krain + Aquileia,Krain,Krain,Kr,Krain,POINT (15.277 45.834)
675,676.0,Dvorec Prežek (Prežek),0.0,0.0,0.0,0.0,0.0,45.797,15.322,1.0,gemeinde,,Krain + Aquileia,Krain,Krain,Kr,Krain,POINT (15.322 45.797)
676,677.0,Leitzersdorf,1.0,0.0,0.0,0.0,1.0,48.42,16.244,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.244 48.42)
677,678.0,Pulkau,0.0,0.0,0.0,0.0,0.0,48.705,15.86,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (15.86 48.705)
678,679.0,Oberweiden,1.0,0.0,0.0,0.0,1.0,48.307,16.829,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.829 48.307)
679,680.0,Chraštičky ,0.0,0.0,0.0,0.0,0.0,49.572,14.078,1.0,gemeinde,,Böhmen,Böhmen,Südböhmen,SB,Südböhmen,POINT (14.078 49.572)
680,681.0,Dürnberg,1.0,0.0,0.0,0.0,1.0,48.337,14.206,1.0,gemeinde,,Steiermark,Steiermark,Nordsteiermark,NS,Nordsteiermark,POINT (14.206 48.337)
681,682.0,Hainersdorf,1.0,0.0,0.0,0.0,1.0,47.115,15.942,1.0,gemeinde,,Steiermark,Steiermark,Mittelsteiermark,MS,Mittelsteiermark,POINT (15.942 47.115)
682,683.0,Würflach,1.0,0.0,0.0,0.0,1.0,47.776,16.053,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.053 47.776)
683,684.0,Rabenstein an der Pielach,4.0,0.0,0.0,3.0,1.0,48.062,15.471,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südwestniederösterreich,SWNÖ,Südwestniederösterreich,POINT (15.471 48.062)
684,685.0,Hüttenberg,1.0,0.0,0.0,0.0,1.0,50.518,8.583,1.0,gemeinde,,Kärnten,Kärnten,Ostkärnten,OK,Ostkärnten,POINT (8.583 50.518)
685,686.0,Trnová,1.0,0.0,0.0,0.0,1.0,49.915,14.357,1.0,gemeinde,,Böhmen,Böhmen,Nordböhmen,NB,Nordböhmen,POINT (14.357 49.915)
686,687.0,Bruck an der Leitha,1.0,0.0,0.0,0.0,1.0,48.027,16.782,1.0,gemeinde,,Niederösterreich,Niederösterreich,Südostniederösterreich,SONÖ,Südostniederösterreich,POINT (16.782 48.027)
687,688.0,Žiželice,1.0,0.0,0.0,0.0,1.0,50.131,15.396,1.0,gemeinde,,Böhmen,Böhmen,Ostböhmen,OB,Ostböhmen,POINT (15.396 50.131)
688,689.0,Kučerov,1.0,0.0,0.0,0.0,1.0,49.219,17.004,1.0,gemeinde,,Mähren,Mähren,Olmützer Teil,OT,Olmützer Teil,POINT (17.004 49.219)
689,690.0,Urfar,1.0,0.0,0.0,0.0,1.0,48.299,13.188,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (13.188 48.299)
690,691.0,Schönau,1.0,0.0,0.0,0.0,1.0,48.485,12.837,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (12.837 48.485)
691,692.0,Šentjur pri Celju,1.0,0.0,0.0,0.0,1.0,46.214,15.397,1.0,gemeinde,,Steiermark,Steiermark,Südsteiermark,SS,Südsteiermark,POINT (15.397 46.214)
692,693.0,Škofja Loka,1.0,0.0,0.0,0.0,1.0,46.167,14.314,1.0,gemeinde,,Krain + Aquileia,Krain,Krain,Kr,Krain,POINT (14.314 46.167)
693,694.0,Litochovice nad Labem,1.0,0.0,0.0,0.0,1.0,50.557,14.034,1.0,gemeinde,,Böhmen,Böhmen,Nordböhmen,NB,Nordböhmen,POINT (14.034 50.557)
694,696.0,Eppenstein,1.0,0.0,0.0,0.0,1.0,47.131,14.738,1.0,gemeinde,,Steiermark,Steiermark,Nordsteiermark,NS,Nordsteiermark,POINT (14.738 47.131)
695,699.0,Kreuzenstein,1.0,0.0,0.0,1.0,0.0,48.379,16.307,1.0,gemeinde,,Niederösterreich,Niederösterreich,Nordostniederösterreich,NONÖ,Nordostniederösterreich,POINT (16.307 48.379)
