id,geometry,travel,stay,diff,centroid
84525c9ffffffff,"POLYGON ((16.67824166393358 50.28400082168491, 16.48354392919576 50.15922062206823, 16.29342815558448 50.25177827954573, 16.29787298027153 50.46818316112368, 16.49177717086237 50.59273116756513, 16.68202806541034 50.5011082805534, 16.67824166393358 50.28400082168491))",79,0,-79,POINT (16.48777888464264 50.3763270465975)
8463b51ffffffff,"POLYGON ((13.48615322608459 50.96259016488773, 13.29598227612516 50.84165688094384, 13.1148814718554 50.92923821981022, 13.12377479530532 51.13687551673556, 13.31315072694855 51.25757336661759, 13.49442627021384 51.17087087221623, 13.48615322608459 50.96259016488773))",0,0,0,POINT (13.3046651025705 51.04994890605335)
845259dffffffff,"POLYGON ((15.36209331820455 51.13277189739039, 15.17030396407228 51.00962031310359, 14.98438030912521 51.0982715878132, 14.99010480406706 51.30916451660867, 15.1811014781661 51.43206746177631, 15.36716427373798 51.34432769017525, 15.36209331820455 51.13277189739039))",0,0,0,POINT (15.17581009973027 51.22119101999684)
8463b31ffffffff,"POLYGON ((11.80945990741827 50.5049136549103, 11.62050269074392 50.38590582790081, 11.44362776736916 50.47349649985135, 11.45549697422903 50.67924589038262, 11.64365976023608 50.79803706764487, 11.82074569792138 50.7112970260011, 11.80945990741827 50.5049136549103))",0,0,0,POINT (11.6321729062464 50.59229212965256)
845256bffffffff,"POLYGON ((17.00709373938628 47.64824725675447, 16.80680500202807 47.5233515391716, 16.61350911844122 47.6247221003384, 16.62030948528351 47.85006060631762, 16.81979691546588 47.97480029121167, 17.01328337599074 47.87435982036308, 17.00709373938628 47.64824725675447))",0,0,0,POINT (16.81343389298063 47.74940937715564)
8452583ffffffff,"POLYGON ((15.16458123469021 50.79735770498571, 14.97228785759575 50.67441705716768, 14.78651414979169 50.76397640058082, 14.79288181233786 50.97556994773355, 14.98438030912521 51.0982715878132, 15.17030396407228 51.00962031310359, 15.16458123469021 50.79735770498571))",0,0,0,POINT (14.97844192486556 50.88668830013511)
8452e15ffffffff,"POLYGON ((14.81207000650716 46.51443257821292, 14.61181606556953 46.39239417820727, 14.42294938091341 46.49522923152691, 14.43408350184319 46.71922128483066, 14.63353057667399 46.8411445361594, 14.82264851488604 46.73919326340604, 14.81207000650716 46.51443257821292))",4,0,-4,POINT (14.62279616932113 46.61707918125048)
845245dffffffff,"POLYGON ((19.00824145805144 51.14418812647758, 18.81384795790045 51.01657122987613, 18.61917365102807 51.10840279154183, 18.61881763621976 51.32687425401596, 18.81243424715215 51.45422376419479, 19.00718180261851 51.36337094551342, 19.00824145805144 51.14418812647758))",0,0,0,POINT (18.81326745958969 51.23577032315686)
8463b49ffffffff,"POLYGON ((14.01001983366884 50.06306059933882, 13.81745490791099 49.94146216215738, 13.63395628389503 50.03235648498735, 13.64283514957539 50.2439635220784, 13.83460070982143 50.36534732805268, 14.01828471615261 50.27534042862812, 14.01001983366884 50.06306059933882))",231,1200,969,POINT (13.82613252266843 50.1537368783216)
8452461ffffffff,"POLYGON ((18.22371103536546 49.75093810065343, 18.02678648332648 49.62428798944972, 17.83252260772896 49.71999402450672, 17.83506108071351 49.94139007992567, 18.03119642997236 50.06781626877692, 18.22558055162021 49.97307230735247, 18.22371103536546 49.75093810065343))",60,1632,1572,POINT (18.02912135199494 49.84641033986872)
84520d1ffffffff,"POLYGON ((18.77342527885005 46.71425276311674, 18.5699759317574 46.58749550533822, 18.37203200610116 46.69361032534944, 18.37735192740351 46.92553070618444, 18.5800066867118 47.05215708013277, 18.77813429583933 46.94699658002564, 18.77342527885005 46.71425276311674))",0,0,0,POINT (18.57514094179631 46.82016223586529)
84525abffffffff,"POLYGON ((14.76611579682913 50.12510193615, 14.57285652136928 50.00261067210586, 14.38741505945618 50.09397503298263, 14.39505931784777 50.30693179736113, 14.58751991009994 50.42920358863566, 14.77313287978232 50.33873981519478, 14.76611579682913 50.12510193615))",1823,34248,32425,POINT (14.58029678368358 50.21624454260914)
8452551ffffffff,"POLYGON ((17.4312504436472 49.02305765315909, 17.23337178035959 48.8974297181031, 17.04026343502785 48.99477007512995, 17.04488059379107 49.21679537718313, 17.24196328039541 49.34222406636063, 17.43522282750011 49.24582877862735, 17.4312504436472 49.02305765315909))",258,864,606,POINT (17.23779650325462 49.12017437046931)
8452445ffffffff,"POLYGON ((18.81359052737569 50.13237242226726, 18.61712047367197 50.0049808442612, 18.42189281119323 50.0999794020685, 18.42303255678652 50.3213974440679, 18.61871865240376 50.44855133917245, 18.814047013124 50.35452681531573, 18.81359052737569 50.13237242226726))",0,0,0,POINT (18.61805075193342 50.2271310874731)
8452c63ffffffff,"POLYGON ((12.41130776366604 45.06759630114232, 12.21166512490906 44.94876687194144, 12.02797060168698 45.05371002790107, 12.04360058359513 45.27665378280379, 12.24244018891368 45.395417071677, 12.42645105985925 45.29130520962996, 12.41130776366604 45.06759630114232))",0,0,0,POINT (12.22716310089416 45.17237443767764)
8452cebffffffff,"POLYGON ((11.6172641566468 47.33355498685618, 11.42271018916921 47.21496125693625, 11.24314699514135 47.31222771060748, 11.25785657702346 47.527252322565, 11.45160857965042 47.64571421363554, 11.63145103463809 47.54928537173159, 11.6172641566468 47.33355498685618))",0,0,0,POINT (11.43725882091251 47.43063619737055)
8452c05ffffffff,"POLYGON ((12.24244018891368 45.395417071677, 12.04360058359513 45.27665378280379, 11.86062303373981 45.38043720383981, 11.87617168922449 45.6021542930865, 12.07420814787882 45.7208415795967, 12.25749728858009 45.6178901778603, 12.24244018891368 45.395417071677))",0,0,0,POINT (12.05901280728974 45.49903247626801)
84520dbffffffff,"POLYGON ((18.98100404025646 47.07411305714412, 18.77813429583933 46.94699658002564, 18.5800066867118 47.05215708013277, 18.58457551301655 47.28347537029393, 18.78665224345362 47.41044850677697, 18.9849513324659 47.30624926044351, 18.98100404025646 47.07411305714412))",0,0,0,POINT (18.78254248314509 47.1790633715914)
8452e11ffffffff,"POLYGON ((15.02249880054964 46.86157122476934, 14.82264851488604 46.73919326340604, 14.63353057667399 46.8411445361594, 14.64402077261385 47.06458597777603, 14.84306445328319 47.18683758849858, 15.03242264253927 47.08577644069258, 15.02249880054964 46.86157122476934))",0,0,0,POINT (14.83297948540685 46.9633296781747)
84525c3ffffffff,"POLYGON ((16.10852713665561 50.55957227814176, 15.91487702149987 50.43548607892393, 15.726447856435 50.52664240266608, 15.73152791795624 50.74096186094951, 15.92438405845996 50.86481096364577, 16.11295207642731 50.77457941870976, 16.10852713665561 50.55957227814176))",0,0,0,POINT (15.91974444807954 50.65049748846391)
8452501ffffffff,"POLYGON ((16.63312504433769 48.29873501365509, 16.43443891519043 48.17416084626228, 16.24257507057209 48.27308738791446, 16.24921380641353 48.49566288938954, 16.44709879342274 48.62006232803838, 16.63914423882296 48.52206316374737, 16.63312504433769 48.29873501365509))",1533,13704,12171,POINT (16.4408963657607 48.3974481446997)
8452563ffffffff,"POLYGON ((16.61350911844122 47.6247221003384, 16.41351676465995 47.5002983366481, 16.22112932809258 47.60136491488383, 16.22853474706836 47.82593455657822, 16.42772446763696 47.95020418813116, 16.62030948528351 47.85006060631762, 16.61350911844122 47.6247221003384))",358,2280,1922,POINT (16.42075106475081 47.72558203007214)
8463b07ffffffff,"POLYGON ((12.34497207307846 50.24020275507611, 12.15478605268424 50.12055778711272, 11.97608339663413 50.20943919995839, 11.98735649171475 50.41710775628422, 12.17674562687337 50.5365404427852, 12.35565648679705 50.44851844489065, 12.34497207307846 50.24020275507611))",0,0,0,POINT (12.16586109479485 50.32887170535732)
845253dffffffff,"POLYGON ((15.85324378166328 48.24762118516558, 15.65517378476831 48.12397969982909, 15.46516149457928 48.22233449715758, 15.47302160556701 48.44341950938274, 15.67028826739182 48.56689038524892, 15.86049619279825 48.46944898986496, 15.85324378166328 48.24762118516558))",723,9408,8685,POINT (15.66285385942955 48.34576621251117)
84520b9ffffffff,"POLYGON ((17.36257375699117 46.29660794366151, 17.1593733450077 46.17166711180174, 16.96422772769368 46.27770233435788, 16.97206402731534 46.50775566014036, 17.17446312601183 46.63258270191773, 17.36982540917439 46.52747280757402, 17.36257375699117 46.29660794366151))",0,0,0,POINT (17.16705982028386 46.40244785765255)
8452c03ffffffff,"POLYGON ((12.28695523247894 46.06110988307857, 12.08918750243738 45.94207665555062, 11.90662841595048 46.0438752367082, 11.92153825287953 46.26387043915187, 12.11850194857154 46.38280743329846, 12.30135798556456 46.28184775041363, 12.28695523247894 46.06110988307857))",0,0,0,POINT (12.10395178950318 46.16273335829192)
8452421ffffffff,"POLYGON ((17.2529380059278 50.00417002250116, 17.05721296824871 49.87869506669134, 16.86543971073372 49.97268217254278, 16.86925804009593 50.19120135132904, 17.06419040848552 50.31644936457122, 17.25609512366198 50.22340702065113, 17.2529380059278 50.00417002250116))",0,0,0,POINT (17.06082464222385 50.09792547818324)
8452507ffffffff,"POLYGON ((16.24257507057209 48.27308738791446, 16.04418791169454 48.14898128415738, 15.85324378166328 48.24762118516558, 15.86049619279825 48.46944898986496, 16.05808101331586 48.5933824397906, 16.24921380641353 48.49566288938954, 16.24257507057209 48.27308738791446))",1161,0,-1161,POINT (16.05125962898732 48.37151570988221)
8463b05ffffffff,"POLYGON ((12.51400755715255 49.94148498267251, 12.32302310709222 49.82163466965059, 12.14351928791799 49.91160120964497, 12.15478605268424 50.12055778711272, 12.34497207307846 50.24020275507611, 12.52468770282491 50.15109813966056, 12.51400755715255 49.94148498267251))",26,432,406,POINT (12.33409469398478 50.03124063961799)
8452edbffffffff,"POLYGON ((14.92302143575532 49.16947683227104, 14.72769728546919 49.0468281872325, 14.54089069115528 49.14138345013786, 14.54921618014766 49.35768813349729, 14.74373810658044 49.48014284620668, 14.93073475523408 49.38648871609759, 14.92302143575532 49.16947683227104))",614,0,-614,POINT (14.73583105534347 49.26381767953877)
8463b23ffffffff,"POLYGON ((11.77448368072889 49.88191742556668, 11.58438068221047 49.76292291992298, 11.40692294113707 49.8524316453519, 11.41934183036044 50.06008692563136, 11.60864798886471 50.17888053957767, 11.78633004708106 50.0902213889131, 11.77448368072889 49.88191742556668))",0,0,0,POINT (11.59660768679626 49.97121872335146)
84520d5ffffffff,"POLYGON ((18.56450933103154 46.3541616721064, 18.36049692487219 46.22777411226762, 18.16274884830314 46.33483607885604, 18.16881552613629 46.5673411368039, 18.37203200610116 46.69361032534944, 18.5699759317574 46.58749550533822, 18.56450933103154 46.3541616721064))",0,0,0,POINT (18.36641442825219 46.46102318772027)
8452557ffffffff,"POLYGON ((17.04026343502785 48.99477007512995, 16.84263112205388 48.86961634448877, 16.65041557921971 48.96668276590463, 16.65567181689896 49.18796709449299, 16.85250648487858 49.3129239136505, 17.04488059379107 49.21679537718313, 17.04026343502785 48.99477007512995))",405,0,-405,POINT (16.84769553847661 49.09161479165974)
8452e59ffffffff,"POLYGON ((16.38193237408269 46.59263119029047, 16.18017458199434 46.46874760398104, 15.98751995618991 46.57287077566838, 15.9963959659185 46.79996896941667, 16.1973494091226 46.92373140364628, 16.3902293255425 46.82051927006911, 16.38193237408269 46.59263119029047))",17,0,-17,POINT (16.18889536732955 46.69655940436974)
8452c4bffffffff,"POLYGON ((13.61083853081036 45.78620200818823, 13.41075464510269 45.6657649706687, 13.22440996847899 45.7696891623219, 13.23786252503985 45.9931952797148, 13.43714013385124 46.11354210396403, 13.62376962247436 46.01047545023795, 13.61083853081036 45.78620200818823))",0,0,0,POINT (13.42406433749568 45.88994959090015)
8452099ffffffff,"POLYGON ((18.18006310310269 47.03036160152028, 17.97764333509097 46.90422161081935, 17.78120813165824 47.00872487408767, 17.7870049777038 47.2384242746099, 17.98862741988502 47.36442453565547, 18.18524849177065 47.26086764333945, 18.18006310310269 47.03036160152028))",0,0,0,POINT (17.98327923289605 47.13465832883269)
845250bffffffff,"POLYGON ((16.83731113335557 48.6469320430703, 16.63914423882296 48.52206316374737, 16.44709879342274 48.62006232803838, 16.45304818723239 48.84199974476843, 16.65041557921971 48.96668276590463, 16.84263112205388 48.86961634448877, 16.83731113335557 48.6469320430703))",192,0,-192,POINT (16.64490707078723 48.74471361905707)
8452193ffffffff,"POLYGON ((16.11151229128907 44.85654419076295, 15.9068297333952 44.73362181265918, 15.71358956300275 44.84291834259825, 15.72476057037727 45.07425165813282, 15.9286394891255 45.1971100702216, 16.12214928417752 45.08870190285752, 16.11151229128907 44.85654419076295))",0,0,0,POINT (15.91787294753297 44.9656663723303)
8452ea3ffffffff,"POLYGON ((12.95716669895678 47.73648894175329, 12.76144967383246 47.61629785530267, 12.57851930382677 47.71356071371608, 12.59105209838745 47.9301550608178, 12.78596412229735 48.05019925860811, 12.96914639361933 47.95379804823228, 12.95716669895678 47.73648894175329))",0,0,0,POINT (12.77381354236875 47.83355797712274)
8452559ffffffff,"POLYGON ((17.82334474716705 49.05154763565872, 17.62523854829848 48.92544196296213, 17.4312504436472 49.02305765315909, 17.43522282750011 49.24582877862735, 17.63253491722863 49.37173283629684, 17.82666678465199 49.27506948076003, 17.82334474716705 49.05154763565872))",7,672,665,POINT (17.62901795302148 49.14893772705813)
8452ed7ffffffff,"POLYGON ((14.33695616894573 48.80224864263308, 14.14155367992692 48.68031856399613, 13.95592164962118 48.77550585190786, 13.96548245765065 48.99173539361099, 14.16008119256028 49.11348397875214, 14.34592086930257 49.01918645774063, 14.33695616894573 48.80224864263308))",5,0,-5,POINT (14.15092879079136 48.89722712189587)
8452cd7ffffffff,"POLYGON ((11.69939490626565 48.61885246200637, 11.50703772910655 48.49998711454533, 11.32848060358174 48.59336044071392, 11.34202718352237 48.80475575655533, 11.53358401861021 48.92345354881093, 11.71239261756202 48.83092541144578, 11.69939490626565 48.61885246200637))",0,0,0,POINT (11.52040739918992 48.71202882748163)
8452ea5ffffffff,"POLYGON ((12.9199255911521 47.08085966314019, 12.72306651754444 46.96084109716719, 12.53964684443858 47.06010454467454, 12.55281781318292 47.2785317601805, 12.74887132614185 47.39842251220503, 12.93255750830138 47.30001602301993, 12.9199255911521 47.08085966314019))",0,0,0,POINT (12.73607732592988 47.17993565857891)
8452eb7ffffffff,"POLYGON ((12.61548759528882 48.36148570050091, 12.4213797922801 48.24159679411341, 12.23998235960675 48.33659886973334, 12.25244715979168 48.55063264033105, 12.44575165772092 48.67035808686525, 12.62739267021752 48.57621514644902, 12.61548759528882 48.36148570050091))",0,0,0,POINT (12.43366836667531 48.45628956947929)
8452c09ffffffff,"POLYGON ((12.83947820351388 45.75329228257313, 12.64038634684203 45.63373647385539, 12.45606919457754 45.73701015426703, 12.47054594910905 45.95899714028589, 12.66883273938327 46.07846506300322, 12.8534460039751 45.97603626529473, 12.83947820351388 45.75329228257313))",0,0,0,POINT (12.65472121306145 45.85639224138752)
8463b1dffffffff,"POLYGON ((12.74497303118413 50.8961091274868, 12.55556053954439 50.77604161368865, 12.37645144267738 50.86320068368298, 12.38656452316878 51.06956250927412, 12.57518239848203 51.18939962211022, 12.75447972496688 51.10310680769285, 12.74497303118413 50.8961091274868))",0,0,0,POINT (12.56546659923512 50.98304926617107)
8463b41ffffffff,"POLYGON ((13.63395628389503 50.03235648498735, 13.44176293526183 49.91119972141458, 13.25924992460515 50.00186056837186, 13.26873604779015 50.2127989198719, 13.46012997968294 50.33374342255342, 13.64283514957539 50.2439635220784, 13.63395628389503 50.03235648498735))",146,0,-146,POINT (13.45104925621013 50.12280111034328)
84525a3ffffffff,"POLYGON ((14.38741505945618 50.09397503298263, 14.194494731127 49.97193177330018, 14.01001983366884 50.06306059933882, 14.01828471615261 50.27534042862812, 14.21040592302609 50.3971666533361, 14.39505931784777 50.30693179736113, 14.38741505945618 50.09397503298263))",547,0,-547,POINT (14.20255696401309 50.18488397101492)
84525b1ffffffff,"POLYGON ((14.40970635361148 50.73082221059607, 14.21804322033256 50.60877717213703, 14.03418437098104 50.69789284705953, 14.04182231101834 50.90816033426121, 14.23268932705062 51.02997157647489, 14.41671245150563 50.94175072891074, 14.40970635361148 50.73082221059607))",0,0,0,POINT (14.22547047792058 50.81971296938097)
8452467ffffffff,"POLYGON ((17.83252260772896 49.71999402450672, 17.63579172942557 49.59382387455521, 17.44239263597174 49.689269141526, 17.44559457272725 49.90993178202808, 17.64153410775975 50.03588060390831, 17.83506108071351 49.94139007992567, 17.83252260772896 49.71999402450672))",333,0,-333,POINT (17.63879068946287 49.81520753189378)
8463b47ffffffff,"POLYGON ((13.25924992460515 50.00186056837186, 13.06744404187329 49.88114236204056, 12.88592561546076 49.97157075613841, 12.89601219041193 50.18184449276863, 13.08701879646501 50.30235277563809, 13.26873604779015 50.2127989198719, 13.25924992460515 50.00186056837186))",88,0,-88,POINT (13.07733231110514 50.09207454153337)
8452423ffffffff,"POLYGON ((17.06419040848552 50.31644936457122, 16.86925804009593 50.19120135132904, 16.67824166393358 50.28400082168491, 16.68202806541034 50.5011082805534, 16.87616851133302 50.62612144587602, 17.06731247182905 50.53426380916512, 17.06419040848552 50.31644936457122))",83,0,-83,POINT (16.87283358469874 50.40901539495843)
84525e7ffffffff,"POLYGON ((15.12559457995078 49.50939611962026, 14.93073475523408 49.38648871609759, 14.74373810658044 49.48014284620668, 14.75142011804493 49.69580059432241, 14.94547917948813 49.81850381057098, 15.1326549704289 49.72575532323479, 15.12559457995078 49.50939611962026))",28,0,-28,POINT (14.93822009488886 49.60283206082126)
8452515ffffffff,"POLYGON ((16.26173812125976 48.93879361956456, 16.06465396905389 48.81457785079753, 15.87426168244207 48.9111005594267, 15.88077851462087 49.13091730864856, 16.07706228351892 49.25494073291966, 16.26762762187309 49.1593417789289, 16.26173812125976 48.93879361956456))",1391,3696,2305,POINT (16.07098041496997 49.03509842175055)
8452c51ffffffff,"POLYGON ((13.26407678956765 46.43842708538324, 13.06560551450139 46.31818024089169, 12.88070640350711 46.41975764405507, 12.8940011945054 46.64072646873439, 13.09166623924836 46.76086381262319, 13.27684083951629 46.66014412419092, 13.26407678956765 46.43842708538324))",0,0,0,POINT (13.07874847600768 46.53982223461026)
8452013ffffffff,"POLYGON ((18.93158465248997 44.95477942058945, 18.72464215620324 44.82852357787969, 18.52524896901257 44.94043203333597, 18.53257265806815 45.1776615197774, 18.73872190518605 45.30384637103393, 18.93833900782208 45.19287570605123, 18.93158465248997 44.95477942058945))",0,0,0,POINT (18.73184164707069 45.06650285753814)
8452e2bffffffff,"POLYGON ((14.56540971401806 45.48754648652024, 14.36359353937251 45.36613283683646, 14.17456285626753 45.47191798518389, 14.18706865133691 45.69824929134128, 14.38807847235495 45.81958054310378, 14.57738703570956 45.71466543076299, 14.56540971401806 45.48754648652024))",0,0,0,POINT (14.37596067834404 45.59315511885676)
8452e63ffffffff,"POLYGON ((15.13706186181681 45.16760311124317, 14.9340028793923 45.04566332532778, 14.74331730491425 45.15300857634919, 14.75541210792016 45.38142033036151, 14.95766548817681 45.50328717163416, 15.148627878464 45.39681784497484, 15.13706186181681 45.16760311124317))",0,0,0,POINT (14.94596410837484 45.2747735705123)
84525a5ffffffff,"POLYGON ((14.36317960836297 49.45109120336109, 14.16901242659996 49.32908593344315, 13.98394617469834 49.4222391283954, 13.99285211526151 49.63650712796886, 14.18621762257873 49.75831279903579, 14.37147683423002 49.6660518967313, 14.36317960836297 49.45109120336109))",698,2088,1390,POINT (14.17772404751774 49.54402987839011)
845243bffffffff,"POLYGON ((17.26822338673428 51.30887292336786, 17.07523861481681 51.18342283476481, 16.88475137124078 51.27316456037823, 16.88714564902526 51.48741205106784, 17.07934496493295 51.61259934425632, 17.26993343800729 51.52380357128126, 17.26822338673428 51.30887292336786))",0,0,0,POINT (17.07740807292872 51.39837235268352)
84520e7ffffffff,"POLYGON ((17.71590506521184 44.91205567771846, 17.50981224230517 44.7872502334283, 17.31296821643764 44.89802436585366, 17.32197128892024 45.13269071189659, 17.52726521873202 45.25742827592489, 17.7243532379468 45.14757026102815, 17.71590506521184 44.91205567771846))",0,0,0,POINT (17.51868911030051 45.02264947886822)
8452735ffffffff,"POLYGON ((18.20688299657604 48.40317886646369, 18.00718812812176 48.27669722723647, 17.8117742505098 48.37678591913429, 17.81590078774108 48.60240221054889, 18.01480129523412 48.72870050456046, 18.2103677141849 48.62956810135378, 18.20688299657604 48.40317886646369))",0,0,0,POINT (18.01113171666191 48.50304658902055)
845242bffffffff,"POLYGON ((17.45124387022801 50.34912627320466, 17.25609512366198 50.22340702065113, 17.06419040848552 50.31644936457122, 17.06731247182905 50.53426380916512, 17.26167111606615 50.65974552064717, 17.4536958028434 50.56765215160785, 17.45124387022801 50.34912627320466))",89,0,-89,POINT (17.25900540981605 50.44193314494283)
8452ccdffffffff,"POLYGON ((12.37014959176329 47.37665086649758, 12.17458079994717 47.25719555436152, 11.99293932483807 47.35502886855788, 12.00659672427171 47.57146960357657, 12.20136133986548 47.69078991860155, 12.38327079415833 47.59380657277617, 12.37014959176329 47.37665086649758))",0,0,0,POINT (12.18807510953866 47.47429585929622)
8452727ffffffff,"POLYGON ((18.19475384476442 47.71984878661871, 17.99369013573139 47.59351579595936, 17.7977490120218 47.69580875022921, 17.802700626907 47.92348521685862, 18.0029682052215 48.04965629701265, 18.19907841600468 47.9483152041992, 18.19475384476442 47.71984878661871))",0,0,0,POINT (17.99846963879017 47.82192778675579)
8452e43ffffffff,"POLYGON ((15.9592952043985 45.88778459528722, 15.75664231391887 45.76462480222466, 15.564472585286 45.87054946166442, 15.57470577221775 46.098739246855, 15.77655343203132 46.22180139623877, 15.96897130652209 46.11677397728871, 15.9592952043985 45.88778459528722))",0,0,0,POINT (15.76673112248567 45.99352355081459)
845258dffffffff,"POLYGON ((15.52732593282798 50.18800189825411, 15.33343922643233 50.06460494577119, 15.1460952369508 50.15644348822862, 15.15247868741807 50.37076669861054, 15.34556817423496 50.49393919828537, 15.53306939279974 50.40301469415054, 15.52732593282798 50.18800189825411))",197,0,-197,POINT (15.33961615318496 50.27961488532814)
8452437ffffffff,"POLYGON ((16.68889027642637 50.93320091645379, 16.49554087938155 50.80843024303496, 16.30606365623263 50.89888765010472, 16.30981362384843 51.11318198338991, 16.50237296844979 51.23770277786417, 16.69197036765165 51.14818079058012, 16.68889027642637 50.93320091645379))",0,0,0,POINT (16.49907210966339 51.02342162884456)
84520ddffffffff,"POLYGON ((18.96733832994265 46.37363036500859, 18.76309524846196 46.24675315985525, 18.56450933103154 46.3541616721064, 18.5699759317574 46.58749550533822, 18.77342527885005 46.71425276311674, 18.97219996738629 46.60779883999511, 18.96733832994265 46.37363036500859))",0,0,0,POINT (18.76841304997729 46.48083666833084)
845272dffffffff,"POLYGON ((18.78665224345362 47.41044850677697, 18.58457551301655 47.28347537029393, 18.38710798236828 47.38735249621108, 18.39154875729476 47.61724484119684, 18.59283189498091 47.74406419357346, 18.79046599898998 47.64114747064379, 18.78665224345362 47.41044850677697))",0,0,0,POINT (18.58884978723644 47.51411255390358)
8452e8bffffffff,"POLYGON ((14.13195433243023 48.46276160021616, 13.93613465691049 48.34110760146174, 13.75072097723608 48.43717976915485, 13.76090663140903 48.65402304688897, 13.95592164962118 48.77550585190786, 14.14155367992692 48.68031856399613, 14.13195433243023 48.46276160021616))",0,0,0,POINT (13.94613954319208 48.55862881124259)
84525c1ffffffff,"POLYGON ((16.29342815558448 50.25177827954573, 16.09898307304854 50.1274625041541, 15.90977980627378 50.21977940541133, 15.91487702149987 50.43548607892393, 16.10852713665561 50.55957227814176, 16.29787298027153 50.46818316112368, 16.29342815558448 50.25177827954573))",88,0,-88,POINT (16.10387147186735 50.34386573121869)
8463b61ffffffff,"POLYGON ((12.85445724228578 49.33686009867361, 12.66187175891855 49.21662079479027, 12.48078170829554 49.30878621817353, 12.49205581462764 49.520326271795, 12.68384012495092 49.64037477180977, 12.86514946883704 49.54907579131019, 12.85445724228578 49.33686009867361))",0,0,0,POINT (12.6729568717927 49.42881808051146)
8452549ffffffff,"POLYGON ((18.0029682052215 48.04965629701265, 17.802700626907 47.92348521685862, 17.6074511954479 48.02452443088407, 17.61230299271104 48.25078650836204, 17.8117742505098 48.37678591913429, 18.00718812812176 48.27669722723647, 18.0029682052215 48.04965629701265))",0,0,0,POINT (17.80737495426917 48.15047894887236)
8452443ffffffff,"POLYGON ((18.81417312408362 50.79662910943312, 18.61912672805275 50.66923861070169, 18.424537399023 50.76204510071249, 18.42490752705523 50.9812689679214, 18.61917365102807 51.10840279154183, 18.81384795790045 51.01657122987613, 18.81417312408362 50.79662910943312))",0,0,0,POINT (18.61927753885923 50.88919002014909)
8463b39ffffffff,"POLYGON ((12.17674562687337 50.5365404427852, 11.98735649171475 50.41710775628422, 11.80945990741827 50.5049136549103, 11.82074569792138 50.7112970260011, 12.00933960219046 50.83051071284603, 12.18744087249045 50.74356156120209, 12.17674562687337 50.5365404427852))",0,0,0,POINT (11.99844149559089 50.62413239064612)
8452ebdffffffff,"POLYGON ((13.16451072274878 48.07428060245098, 12.96914639361933 47.95379804823228, 12.78596412229735 48.05019925860811, 12.79790262081029 48.26621817206564, 12.99246216213278 48.38654361624962, 13.17588601620526 48.29100926101764, 13.16451072274878 48.07428060245098))",0,0,0,POINT (12.98091113048581 48.1704841050421)
8452597ffffffff,"POLYGON ((14.80497994607325 51.39669533595996, 14.61427498452137 51.27423962045227, 14.43009817580858 51.3615622364124, 14.43648117418519 51.57044063126304, 14.62639405738859 51.69264374025153, 14.81071394224718 51.60622256129818, 14.80497994607325 51.39669533595996))",0,0,0,POINT (14.62043795478237 51.4837864054492)
8463b4dffffffff,"POLYGON ((13.80856634016638 49.72852590168674, 13.61557230349978 49.60716421383571, 13.43226956675632 49.69894196124311, 13.44176293526183 49.91119972141458, 13.63395628389503 50.03235648498735, 13.81745490791099 49.94146216215738, 13.80856634016638 49.72852590168674))",91,0,-91,POINT (13.62486916254175 49.82008912941989)
8463b27ffffffff,"POLYGON ((11.5719658847 49.5539957525606, 11.38152801139263 49.43523296933777, 11.2043043241949 49.52558741045567, 11.21728241896748 49.73386058797933, 11.40692294113707 49.8524316453519, 11.58438068221047 49.76292291992298, 11.5719658847 49.5539957525606))",0,0,0,POINT (11.39431868475871 49.64414610780363)
84525d5ffffffff,"POLYGON ((15.92438405845996 50.86481096364577, 15.73152791795624 50.74096186094951, 15.54388045952245 50.83096844261991, 15.54895185803669 51.04390417859648, 15.74101513796873 51.1675089143634, 15.92879783321991 51.07842392950904, 15.92438405845996 50.86481096364577))",0,0,0,POINT (15.73638303042178 50.95458487184075)
84520c5ffffffff,"POLYGON ((18.73872190518605 45.30384637103393, 18.53257265806815 45.1776615197774, 18.33378307751942 45.28825884853857, 18.3409225122415 45.524105178244, 18.54627706317184 45.65020713270285, 18.74528514229872 45.54054854999504, 18.73872190518605 45.30384637103393))",0,0,0,POINT (18.53958129615959 45.41425504690577)
8452e13ffffffff,"POLYGON ((14.84306445328319 47.18683758849858, 14.64402077261385 47.06458597777603, 14.4556260484659 47.16534320361217, 14.46603740340745 47.38746477445009, 14.66427456811789 47.50958055837383, 14.85290497313833 47.40971286057979, 14.84306445328319 47.18683758849858))",25,0,-25,POINT (14.65426826184233 47.28739934056843)
8452569ffffffff,"POLYGON ((17.19499413439918 47.3190655097708, 16.99390424083957 47.19402352121981, 16.79990823177248 47.29663088179662, 16.80680500202807 47.5233515391716, 17.00709373938628 47.64824725675447, 17.20128497325566 47.54657098095009, 17.19499413439918 47.3190655097708))",0,0,0,POINT (17.00063470949959 47.4214670983837)
8452e67ffffffff,"POLYGON ((14.9217803931644 44.81596145170236, 14.7183532910744 44.69441468163788, 14.52795554815234 44.80262829343899, 14.54069531078776 45.03152300106543, 14.74331730491425 45.15300857634919, 14.9340028793923 45.04566332532778, 14.9217803931644 44.81596145170236))",0,0,0,POINT (14.73096481781548 44.92400501281056)
