,Unnamed: 0,no,sicherheit,datum_text,tag_post,monat_post,jahr_post,tag_ante,monat_ante,jahr_ante,lokalitat_name,lokalitat_agglomeration,lokalitat_politik,bi1_lokalitatname,bi2_lokalitatname,bi3_lokalitatname,bi4_lokalitatname,bi5_lokalitatname,gg1_lokalitatname,gg2_lokalitatname,gg3_lokalitatname,gg4_lokalitatname,gg5_lokalitatname,aussteller,date_post,date_ante,date_delta,date_middle,period,invalid
373,648,519.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,Winzendorf-Muthmannsdorf,,,,,Ja,1269-06-13,1269-06-13,0 days,1269-06-13,3,False
371,646,517.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,Dobi,,,,,Ja,1269-06-13,1269-06-13,0 days,1269-06-13,3,False
370,645,516.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,,,,,,Ja,1269-06-13,1269-06-13,0 days,1269-06-13,3,False
372,647,518.0,1.0,6/13/1269,13.0,6.0,1269.0,13.0,6.0,1269.0,Znojmo,Znojmo,1.0,Seckau,,,,,Leibnitz,Sankt Georgen an der Stiefing,,,,Ja,1269-06-13,1269-06-13,0 days,1269-06-13,3,False
375,651,522.0,1.0,6/16/1269,16.0,6.0,1269.0,16.0,6.0,1269.0,Jaroměřice nad Rokytkou,Jaroměřice nad Rokytkou,1.0,Wien,Altpölla,Gars am Kamp,,,Gars am Kamp,,,,,Ja,1269-06-16,1269-06-16,0 days,1269-06-16,3,False
376,656,526.0,1.0,07.04.1269,4.0,7.0,1269.0,4.0,7.0,1269.0,Brno,Brno,1.0,Jihlava,,,,,,,,,,Ja,1269-07-04,1269-07-04,0 days,1269-07-04,3,False
377,657,527.0,1.0,7/19/1269,19.0,7.0,1269.0,19.0,7.0,1269.0,Głubczyce,Głubczyce,1.0,Klosterneuburg,,,,,,,,,,Ja,1269-07-19,1269-07-19,0 days,1269-07-19,3,False
378,660,530.0,1.0,7/27/1269,27.0,7.0,1269.0,27.0,7.0,1269.0,Písek,Písek,1.0,Perg,,,,,,,,,,Ja,1269-07-27,1269-07-27,0 days,1269-07-27,3,False
379,662,532.0,1.0,08.08.1269,8.0,8.0,1269.0,8.0,8.0,1269.0,Praha,Praha,1.0,St. Pölten,Falkenberg,,,,Pichel (Dürnstein),,,,,Ja,1269-08-08,1269-08-08,0 days,1269-08-08,3,False
381,670,537.0,1.0,10.07.1269,7.0,10.0,1269.0,7.0,10.0,1269.0,Sadská,Sadská,1.0,Seckau,,,,,Glanz an der Weinstraße,,,,,Ja,1269-10-07,1269-10-07,0 days,1269-10-07,3,False
382,674,539.0,1.0,12/19/1269,19.0,12.0,1269.0,19.0,12.0,1269.0,Praha,Praha,1.0,Litomyšl,,,,,Polička,,,,,Ja,1269-12-19,1269-12-19,0 days,1269-12-19,4,False
383,676,541.0,1.0,01.12.1270,12.0,1.0,1270.0,12.0,1.0,1270.0,Jihlava,Jihlava,1.0,Jihlava,,,,,,,,,,Ja,1270-01-12,1270-01-12,0 days,1270-01-12,4,False
398,692,557.0,2.0,3.2.1270 oder kurz vorher,1.0,1.0,1270.0,2.0,2.0,1270.0,Wien,Wien,1.0,Brixen,,,,,,,,,,M,1270-01-01,1270-02-02,32 days,1270-01-17,4,False
384,677,542.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,,,,,,Ja,1270-01-27,1270-01-27,0 days,1270-01-27,4,False
385,678,543.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,Gramastetten,,,,,Ja,1270-01-27,1270-01-27,0 days,1270-01-27,4,False
386,679,544.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,Eggendorf am Wagram,,,,,Ja,1270-01-27,1270-01-27,0 days,1270-01-27,4,False
387,680,545.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,,,,,,Ja,1270-01-27,1270-01-27,0 days,1270-01-27,4,False
388,681,546.0,1.0,1/27/1270,27.0,1.0,1270.0,27.0,1.0,1270.0,Wien,Wien,1.0,Salzburg,,,,,,,,,,Ja,1270-01-27,1270-01-27,0 days,1270-01-27,4,False
393,686,551.0,2.0,(30.1.1270 oder ein Tag oder zwei Tage vorher),28.0,1.0,1270.0,30.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,Rabenstein an der Pielach,,,,Mariazell,,,,,M,1270-01-28,1270-01-30,2 days,1270-01-29,4,False
389,682,547.0,1.0,1/29/1270,29.0,1.0,1270.0,29.0,1.0,1270.0,Wien,Wien,1.0,Wilhering,,,,,,,,,,Ja,1270-01-29,1270-01-29,0 days,1270-01-29,4,False
390,683,548.0,1.0,1/29/1270,29.0,1.0,1270.0,29.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,,,,,St. Lambrecht,,,,,Ja,1270-01-29,1270-01-29,0 days,1270-01-29,4,False
391,684,549.0,1.0,1/29/1270,29.0,1.0,1270.0,29.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,,,,,St. Martin,,,,,Ja,1270-01-29,1270-01-29,0 days,1270-01-29,4,False
392,685,550.0,1.0,1/30/1270,30.0,1.0,1270.0,30.0,1.0,1270.0,Wien,Wien,1.0,Admont,,,,,,,,,,Ja,1270-01-30,1270-01-30,0 days,1270-01-30,4,False
394,687,552.0,1.0,1/31/1270,31.0,1.0,1270.0,31.0,1.0,1270.0,Wien,Wien,1.0,Spital am Semmering,,,,,Töscheldorf,Hochosterwitz,,,,Ja,1270-01-31,1270-01-31,0 days,1270-01-31,4,False
395,688,553.0,1.0,1/31/1270,31.0,1.0,1270.0,31.0,1.0,1270.0,Wien,Wien,1.0,Spital am Semmering,,,,,Brugga,,,,,Ja,1270-01-31,1270-01-31,0 days,1270-01-31,4,False
396,689,554.0,2.0,1/31/1270,31.0,1.0,1270.0,31.0,1.0,1270.0,Wien,Wien,1.0,St. Lambrecht,Rabenstein an der Pielach,,,,,,,,,Ja,1270-01-31,1270-01-31,0 days,1270-01-31,4,False
397,690,555.0,1.0,02.02.1270,2.0,2.0,1270.0,2.0,2.0,1270.0,Wien,Wien,1.0,Freising,,,,,,,,,,Ja,1270-02-02,1270-02-02,0 days,1270-02-02,4,False
399,693,558.0,1.0,3.21270,3.0,2.0,1270.0,3.0,2.0,1270.0,Wien,Wien,1.0,Freising,,,,,,,,,,Ja,1270-02-03,1270-02-03,0 days,1270-02-03,4,False
400,694,559.0,1.0,02.03.1270,3.0,2.0,1270.0,3.0,2.0,1270.0,Wien,Wien,1.0,Freising,,,,,,,,,,Ja,1270-02-03,1270-02-03,0 days,1270-02-03,4,False
402,696,561.0,1.0,02.07.(1270),7.0,2.0,1270.0,7.0,2.0,1270.0,Wien,Wien,1.0,Mondsee,,,,,Bad Ischl,,,,,Ja,1270-02-07,1270-02-07,0 days,1270-02-07,4,False
401,695,560.0,2.0,02.07.1270,7.0,2.0,1270.0,7.0,2.0,1270.0,Wien,Wien,1.0,Judenburg,,,,,Wiener Neustadt,,,,,Ja,1270-02-07,1270-02-07,0 days,1270-02-07,4,False
403,697,562.0,3.0,2/16/1270,16.0,2.0,1270.0,16.0,2.0,1270.0,Brno,Brno,1.0,Velehrad,,,,,,,,,,Ja,1270-02-16,1270-02-16,0 days,1270-02-16,4,False
404,699,564.0,1.0,3/14/1270,14.0,3.0,1270.0,14.0,3.0,1270.0,Praha,Praha,1.0,Alt-Melon/Altmelon,,,,,,,,,,Ja,1270-03-14,1270-03-14,0 days,1270-03-14,4,False
405,700,565.0,1.0,04.01.1270,1.0,4.0,1270.0,1.0,4.0,1270.0,Budyně nad Ohří,Budyně nad Ohří,1.0,,,,,,,,,,,Ja,1270-04-01,1270-04-01,0 days,1270-04-01,4,False
406,702,567.0,1.0,5/19/1270,19.0,5.0,1270.0,19.0,5.0,1270.0,Znojmo,Znojmo,1.0,Kremsmünster,,,,,Martinsberg,,,,,Ja,1270-05-19,1270-05-19,0 days,1270-05-19,4,False
407,704,568.0,3.0,um 07.06.1270,1.0,7.0,1270.0,11.0,7.0,1270.0,Brno,Brno,1.0,,,,,,,,,,,-,1270-07-01,1270-07-11,10 days,1270-07-06,4,False
408,706,570.0,1.0,7/13/1270,13.0,7.0,1270.0,13.0,7.0,1270.0,Brno,Brno,1.0,Freising,,,,,Randegg,,,,,Ja,1270-07-13,1270-07-13,0 days,1270-07-13,4,False
409,707,571.0,1.0,7/14/1270,14.0,7.0,1270.0,14.0,7.0,1270.0,Brno,Brno,1.0,Freising,,,,,Ollern,,,,,Ja,1270-07-14,1270-07-14,0 days,1270-07-14,4,False
413,712,576.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja,1270-08-21,1270-08-21,0 days,1270-08-21,4,False
412,711,575.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja,1270-08-21,1270-08-21,0 days,1270-08-21,4,False
410,709,573.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja,1270-08-21,1270-08-21,0 days,1270-08-21,4,False
411,710,574.0,1.0,8/21/1270,21.0,8.0,1270.0,21.0,8.0,1270.0,Praha,Praha,1.0,Olomouc,,,,,,,,,,Ja,1270-08-21,1270-08-21,0 days,1270-08-21,4,False
414,715,579.0,1.0,10.01.1270,1.0,10.0,1270.0,1.0,10.0,1270.0,Praha,Praha,1.0,Wrocław,,,,,,,,,,Ja,1270-10-01,1270-10-01,0 days,1270-10-01,4,False
415,716,580.0,2.0,10.01.1270,1.0,10.0,1270.0,1.0,10.0,1270.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Lemberg pri Novi Cerkvi/Lemberg bei Neuhaus,Gurk,,,,Straßberg,,,,,Ja,1270-10-01,1270-10-01,0 days,1270-10-01,4,False
416,718,582.0,2.0,10/16/1270,16.0,10.0,1270.0,16.0,10.0,1270.0,Hainburg,Hainburg,1.0,,,,,,,,,,,-,1270-10-16,1270-10-16,0 days,1270-10-16,4,False
417,719,583.0,2.0,16.10.1270,16.0,10.0,1270.0,16.0,10.0,1270.0,Pottenburg,Pottenburg,1.0,,,,,,,,,,,Ja,1270-10-16,1270-10-16,0 days,1270-10-16,4,False
418,720,584.0,2.0,10/27/1270,27.0,10.0,1270.0,27.0,10.0,1270.0,Wien,Wien,1.0,Tulln,,,,,,,,,,Ja,1270-10-27,1270-10-27,0 days,1270-10-27,4,False
419,721,585.0,2.0,10/27/1270,27.0,10.0,1270.0,27.0,10.0,1270.0,Wien,Wien,1.0,Tulln,,,,,,,,,,Ja,1270-10-27,1270-10-27,0 days,1270-10-27,4,False
420,722,586.0,1.0,10/28/1270,28.0,10.0,1270.0,28.0,10.0,1270.0,Wien,Wien,1.0,St. Pölten,,,,,,,,,,Ja,1270-10-28,1270-10-28,0 days,1270-10-28,4,False
421,723,587.0,1.0,10/28/1270,28.0,10.0,1270.0,28.0,10.0,1270.0,Wien,Wien,1.0,Seckau,,,,,Arzwald,,,,,Ja,1270-10-28,1270-10-28,0 days,1270-10-28,4,False
422,724,588.0,1.0,11.01.1270,1.0,11.0,1270.0,1.0,11.0,1270.0,Wien,Wien,1.0,Stadlau,,,,,,,,,,Ja,1270-11-01,1270-11-01,0 days,1270-11-01,4,False
423,725,589.0,3.0,(zwischen 1.11-21.11.) 1270,1.0,11.0,1270.0,21.0,11.0,1270.0,Slovenj Gradec,Slovenj Gradec,1.0,Žiče,,,,,,,,,,Ja,1270-11-01,1270-11-21,20 days,1270-11-11,4,False
424,726,590.0,3.0,(zwischen 1.11-21.11.) 1270,1.0,11.0,1270.0,21.0,11.0,1270.0,Slovenj Gradec,Slovenj Gradec,1.0,Žiče,,,,,Prepolje,,,,,Ja,1270-11-01,1270-11-21,20 days,1270-11-11,4,False
425,727,591.0,2.0,Kurz vor oder genau 22.11.1270,17.0,11.0,1270.0,22.0,11.0,1270.0,Kostanjevica na Krki,Kostanjevica na Krki,1.0,Kostanjevica na Krki,,,,,,,,,,M,1270-11-17,1270-11-22,5 days,1270-11-19,4,False
426,728,592.0,1.0,11/22/1270,22.0,11.0,1270.0,22.0,11.0,1270.0,Kostanjevica na Krki,Kostanjevica na Krki,1.0,Kostanjevica na Krki,,,,,,,,,,Ja,1270-11-22,1270-11-22,0 days,1270-11-22,4,False
427,729,593.0,1.0,11/24/1270,24.0,11.0,1270.0,24.0,11.0,1270.0,Stična,Stična,1.0,Kostanjevica na Krki,,,,,Kostanjevica na Krki,Gurk,,,,Ja,1270-11-24,1270-11-24,0 days,1270-11-24,4,False
428,730,594.0,2.0,Kurz nach 24.11.-vor 6.12.1270,26.0,11.0,1270.0,3.0,12.0,1270.0,Ljubljana,Ljubljana,1.0,Ljubljana,Kamnik,,,,,,,,,M,1270-11-26,1270-12-03,7 days,1270-11-29,4,False
429,732,595.0,2.0,Nach 24.11. - kurz vor 6.12.1270,27.0,11.0,1270.0,4.0,12.0,1270.0,Arnoldstein,Arnoldstein,1.0,,,,,,,,,,,-,1270-11-27,1270-12-04,7 days,1270-11-30,4,False
430,733,596.0,1.0,12.06.1270,6.0,12.0,1270.0,6.0,12.0,1270.0,Villach,Villach,1.0,Viktring,,,,,Muta,,,,,Ja,1270-12-06,1270-12-06,0 days,1270-12-06,4,False
431,735,597.0,2.0,(Zwischen 6.12-12.12.)1270,6.0,12.0,1270.0,12.0,12.0,1270.0,Friesach,Friesach,1.0,Salzburg,,,,,,,,,,M,1270-12-06,1270-12-12,6 days,1270-12-09,4,False
432,736,598.0,2.0,(12.XII. 1270 oder kurz vorher),10.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,,,,,,,,,,,-,1270-12-10,1270-12-12,2 days,1270-12-11,4,False
433,737,599.0,1.0,12.12.1270,12.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,Salzburg,,,,,Klagenfurt,,,,,Ja,1270-12-12,1270-12-12,0 days,1270-12-12,4,False
434,738,600.0,1.0,12.12.1270,12.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,Salzburg,,,,,,,,,,Ja,1270-12-12,1270-12-12,0 days,1270-12-12,4,False
435,739,601.0,1.0,12.12.1270,12.0,12.0,1270.0,12.0,12.0,1270.0,Judenburg,Judenburg,1.0,Salzburg,,,,,,,,,,Ja,1270-12-12,1270-12-12,0 days,1270-12-12,4,False
436,740,602.0,3.0,Kurz nach 12. 12.1270,13.0,12.0,1270.0,14.0,12.0,1270.0,Lilienfeld,Lilienfeld,1.0,,,,,,,,,,,-,1270-12-13,1270-12-14,1 days,1270-12-13,4,False
437,741,603.0,3.0,Nach 12.12.1270,15.0,12.0,1270.0,18.0,12.0,1270.0,Mailberg,Mailberg,1.0,,,,,,,,,,,-,1270-12-15,1270-12-18,3 days,1270-12-16,4,False
438,746,733.0,1.0,04.05.1271,5.0,4.0,1271.0,5.0,4.0,1271.0,Brno,Brno,1.0,Brno,,,,,Diváky,,,,,Ja,1271-04-05,1271-04-05,0 days,1271-04-05,4,False
439,747,734.0,3.0,um 13.4.1271,8.0,4.0,1271.0,18.0,4.0,1271.0,Marchegg,Marchegg,2.0,,,,,,,,,,,-,1271-04-08,1271-04-18,10 days,1271-04-13,4,False
440,748,735.0,2.0,zwischen 13-16.4.1271,13.0,4.0,1271.0,16.0,4.0,1271.0,Bratislava,Bratislava,2.0,Bratislava,,,,,,,,,,M,1271-04-13,1271-04-16,3 days,1271-04-14,4,False
441,749,736.0,3.0,4/16/1271,16.0,4.0,1271.0,16.0,4.0,1271.0,Bratislava,Bratislava,2.0,Perchtoldsdorf,,,,,,,,,,Ja,1271-04-16,1271-04-16,0 days,1271-04-16,4,False
442,750,737.0,3.0,Sehr Kurz nach 16.4.1271,17.0,4.0,1271.0,18.0,4.0,1271.0,Svätý Júr,Svätý Júr,2.0,Svätý Júr,,,,,,,,,,M,1271-04-17,1271-04-18,1 days,1271-04-17,4,False
443,751,738.0,3.0,kurz nach 16.4.1271,18.0,4.0,1271.0,20.0,4.0,1271.0,Pezinok,Pezinok,2.0,Pezinok,,,,,,,,,,M,1271-04-18,1271-04-20,2 days,1271-04-19,4,False
444,752,739.0,3.0,nach 16.4.1271,19.0,4.0,1271.0,22.0,4.0,1271.0,Červený Kameň,Červený Kameň,2.0,Červený Kameň,,,,,,,,,,M,1271-04-19,1271-04-22,3 days,1271-04-20,4,False
445,753,740.0,3.0,Lang nach 16.4.1271,21.0,4.0,1271.0,26.0,4.0,1271.0,Trnava,Trnava,2.0,Trnava,,,,,,,,,,M,1271-04-21,1271-04-26,5 days,1271-04-23,4,False
446,754,741.0,3.0,Länger nach 16.4.1271 kurz vor 9.5.1271,21.0,4.0,1271.0,6.0,5.0,1271.0,Sereď,Sereď,2.0,Nitra,,,,,,,,,,M,1271-04-21,1271-05-06,15 days,1271-04-28,4,False
447,756,743.0,2.0,05.09.1271,9.0,5.0,1271.0,9.0,5.0,1271.0,Bratislava,Bratislava,2.0,Bratislava,,,,,,,,,,-,1271-05-09,1271-05-09,0 days,1271-05-09,4,False
448,757,744.0,1.0,5/15/1271,15.0,5.0,1271.0,15.0,5.0,1271.0,Magyaróvár,Magyaróvár,2.0,Magyaróvár,,,,,,,,,,M,1271-05-15,1271-05-15,0 days,1271-05-15,4,False
449,758,745.0,2.0,16.5.1271,16.0,5.0,1271.0,16.0,5.0,1271.0,Moson,Moson,2.0,,,,,,,,,,,-,1271-05-16,1271-05-16,0 days,1271-05-16,4,False
450,760,747.0,2.0,21.5.1271 oder kurz danach,21.0,5.0,1271.0,25.0,5.0,1271.0,Bratislava,Bratislava,2.0,,,,,,,,,,,-,1271-05-21,1271-05-25,4 days,1271-05-23,4,False
451,761,748.0,2.0,um 24.5.1271,19.0,5.0,1271.0,29.0,5.0,1271.0,Wien,Wien,1.0,,,,,,,,,,,-,1271-05-19,1271-05-29,10 days,1271-05-24,4,False
452,762,749.0,1.0,06.05.1271,5.0,6.0,1271.0,5.0,6.0,1271.0,Wien,Wien,1.0,Lilienfeld,,,,,Straning-Grafenberg,,,,,Ja,1271-06-05,1271-06-05,0 days,1271-06-05,4,False
453,763,750.0,1.0,06.12.1271,12.0,6.0,1271.0,12.0,6.0,1271.0,Wien,Wien,1.0,Wien,,,,,,,,,,Ja,1271-06-12,1271-06-12,0 days,1271-06-12,4,False
454,766,753.0,1.0,07.14.1271,14.0,7.0,1271.0,14.0,7.0,1271.0,Praha,Praha,2.0,,,,,,,,,,,Ja,1271-07-14,1271-07-14,0 days,1271-07-14,4,False
455,767,754.0,3.0,Kurz nach 15.7.-vor 31.8.1271,17.0,7.0,1271.0,26.0,8.0,1271.0,Völkermarkt,Völkermarkt,1.0,,,,,,,,,,,-,1271-07-17,1271-08-26,40 days,1271-08-06,4,False
456,768,755.0,3.0,Nach 15.7.-vor 31.8.1271,18.0,7.0,1271.0,28.0,8.0,1271.0,Maribor,Maribor,1.0,,,,,,,,,,,-,1271-07-18,1271-08-28,41 days,1271-08-07,4,False
457,771,758.0,3.0,Länger nach 15.7.-vor 31.8.1271,20.0,7.0,1271.0,28.0,8.0,1271.0,Hartberg,Hartberg,1.0,,,,,,,,,,,-,1271-07-20,1271-08-28,39 days,1271-08-08,4,False
458,772,759.0,3.0,Länger nach 15.7.-kurz vor 31.8.1271,20.0,7.0,1271.0,29.0,8.0,1271.0,Wien,Wien,1.0,,,,,,,,,,,-,1271-07-20,1271-08-29,40 days,1271-08-09,4,False
459,773,760.0,3.0,Länger nach 15.7.-sehr kurz vor 31.8.1271,25.0,7.0,1271.0,30.0,8.0,1271.0,Praha,Praha,1.0,,,,,,,,,,,-,1271-07-25,1271-08-30,36 days,1271-08-12,4,False
460,775,762.0,2.0,1 oder 2.9.1271,1.0,9.0,1271.0,2.0,9.0,1271.0,Praha,Praha,1.0,Chotěšov,,,,,Staňkov,Ohučov,,,,Ja,1271-09-01,1271-09-02,1 days,1271-09-01,4,False
461,776,763.0,1.0,09.02.1271,2.0,9.0,1271.0,2.0,9.0,1271.0,Praha,Praha,1.0,Chotěšov,,,,,Hrušovany,Vrutice,Svařenice,Trnová,Litochovice nad Labem,Ja,1271-09-02,1271-09-02,0 days,1271-09-02,4,False
462,778,765.0,1.0,10/13/1271,13.0,10.0,1271.0,13.0,10.0,1271.0,Praha,Praha,1.0,Rein,,,,,,,,,,Ja,1271-10-13,1271-10-13,0 days,1271-10-13,4,False
463,780,767.0,1.0,10/16/1271,16.0,10.0,1271.0,16.0,10.0,1271.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1271-10-16,1271-10-16,0 days,1271-10-16,4,False
464,781,768.0,1.0,11/24/1271,24.0,11.0,1271.0,24.0,11.0,1271.0,Wrocław,Wrocław,2.0,Opava,,,,,,,,,,Ja,1271-11-24,1271-11-24,0 days,1271-11-24,4,False
465,782,769.0,1.0,01.03.1272,3.0,1.0,1272.0,3.0,1.0,1272.0,Praha,Praha,1.0,Jihlava,,,,,,,,,,Ja,1272-01-03,1272-01-03,0 days,1272-01-03,4,False
468,785,772.0,3.0,Nach 6. 12.1271- länger vor 26.2.1272,9.0,12.0,1271.0,21.0,2.0,1272.0,Praha,Praha,1.0,Radlje ob Dravi,,,,,,,,,,M,1271-12-09,1272-02-21,74 days,1272-01-15,4,False
466,783,770.0,1.0,1/19/1272,19.0,1.0,1272.0,19.0,1.0,1272.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1272-01-19,1272-01-19,0 days,1272-01-19,4,False
467,784,771.0,2.0,2/22/1272,22.0,2.0,1272.0,22.0,2.0,1272.0,Zbraslav,Praha,1.0,Kirchberg am Wechsel,,,,,,,,,,Ja,1272-02-22,1272-02-22,0 days,1272-02-22,4,False
469,788,775.0,1.0,3/5/(1272),5.0,3.0,1272.0,5.0,3.0,1272.0,Poděbrady,Poděbrady,1.0,Praha,Praha,,,,Praha,,,,,Ja,1272-03-05,1272-03-05,0 days,1272-03-05,4,False
470,789,776.0,3.0,"14.3. (am wahrscheinlichsten 1272, nicht ganz ausgeschlossen 1273)",14.0,3.0,1272.0,14.0,3.0,1272.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1272-03-14,1272-03-14,0 days,1272-03-14,4,False
471,790,777.0,1.0,3/16/1272,16.0,3.0,1272.0,16.0,3.0,1272.0,Poděbrady,Poděbrady,1.0,Osek,,,,,Horní Slavkov,,,,,Ja,1272-03-16,1272-03-16,0 days,1272-03-16,4,False
472,791,778.0,1.0,4/22/1272,22.0,4.0,1272.0,22.0,4.0,1272.0,Praha,Praha,1.0,Radlje ob Dravi,,,,,,,,,,Ja,1272-04-22,1272-04-22,0 days,1272-04-22,4,False
473,792,779.0,1.0,05.01.1272,1.0,5.0,1272.0,1.0,5.0,1272.0,Praha,Praha,1.0,Litoměřice,,,,,,,,,,Ja,1272-05-01,1272-05-01,0 days,1272-05-01,4,False
474,796,783.0,3.0,7/13/1272,13.0,7.0,1272.0,13.0,7.0,1272.0,Praha,Praha,1.0,Plauen,,,,,Kraslice,,,,,Ja,1272-07-13,1272-07-13,0 days,1272-07-13,4,False
475,797,784.0,1.0,7/13/1272,13.0,7.0,1272.0,13.0,7.0,1272.0,Praha,Praha,1.0,Osek,,,,,Svatobor,,,,,Ja,1272-07-13,1272-07-13,0 days,1272-07-13,4,False
477,799,786.0,1.0,7/14/1272,14.0,7.0,1272.0,14.0,7.0,1272.0,Praha,Praha,1.0,Osek,,,,,České Kopisty,,,,,Ja,1272-07-14,1272-07-14,0 days,1272-07-14,4,False
476,798,785.0,2.0,7/14/1272,14.0,7.0,1272.0,14.0,7.0,1272.0,Praha,Praha,1.0,Osek,,,,,,,,,,Ja,1272-07-14,1272-07-14,0 days,1272-07-14,4,False
478,802,789.0,1.0,09.07.1272,7.0,9.0,1272.0,7.0,9.0,1272.0,Wien,Wien,1.0,Studenice,,,,,Sonnegg,,,,,Ja,1272-09-07,1272-09-07,0 days,1272-09-07,4,False
479,804,791.0,1.0,10/29/1272,29.0,10.0,1272.0,29.0,10.0,1272.0,Brno,Brno,1.0,Uherský Brod,,,,,,,,,,Ja,1272-10-29,1272-10-29,0 days,1272-10-29,4,False
480,805,792.0,1.0,12/16/1272,16.0,12.0,1272.0,16.0,12.0,1272.0,Krems an der Donau,Krems an der Donau,1.0,Melk,,,,,,,,,,Ja,1272-12-16,1272-12-16,0 days,1272-12-16,4,False
481,809,796.0,1.0,1/14/1973,14.0,1.0,1273.0,14.0,1.0,1273.0,Zbraslav,Praha,1.0,Eger,,,,,Dřenice,,,,,Ja,1273-01-14,1273-01-14,0 days,1273-01-14,4,False
482,811,798.0,1.0,1/25/1973,25.0,1.0,1273.0,25.0,1.0,1273.0,Myšenec,Myšenec,1.0,Vyšší Brod,,,,,Rožnov u Českých Budějovic,Němčice,,,,Ja,1273-01-25,1273-01-25,0 days,1273-01-25,4,False
483,814,801.0,1.0,03.10.1973,10.0,3.0,1273.0,10.0,3.0,1273.0,Zvíkov,Zvíkov,1.0,Kladruby,,,,,Zahořany,Zhoř (Tachov),,,,Ja,1273-03-10,1273-03-10,0 days,1273-03-10,4,False
484,815,919.0,3.0," 17.3. (am wahrscheinlichsten 1273, nichg ganz ausgeschlossen 1271, 1274)",17.0,3.0,1273.0,17.0,3.0,1273.0,Milevsko,Milevsko,1.0,Heiligenkreuz,,,,,,,,,,Ja,1273-03-17,1273-03-17,0 days,1273-03-17,4,False
485,818,804.0,1.0,4/20/1973,20.0,4.0,1273.0,20.0,4.0,1273.0,Praha,Praha,1.0,Marienthal,,,,,Russdorf bei Ostritz,,,,,Ja,1273-04-20,1273-04-20,0 days,1273-04-20,4,False
486,820,806.0,1.0,5/28/1973,28.0,5.0,1273.0,28.0,5.0,1273.0,Zbraslav,Praha,1.0,Wien,,,,,Unterlaa,,,,,Ja,1273-05-28,1273-05-28,0 days,1273-05-28,4,False
487,821,807.0,1.0,6/17/1973,17.0,6.0,1273.0,17.0,6.0,1273.0,Znojmo,Znojmo,1.0,Ardagger,,,,,,,,,,Ja,1273-06-17,1273-06-17,0 days,1273-06-17,4,False
488,823,809.0,2.0,17.6.1273,17.0,6.0,1273.0,17.0,6.0,1273.0,Znojmo,Znojmo,1.0,Tulln,,,,,,,,,,Ja,1273-06-17,1273-06-17,0 days,1273-06-17,4,False
489,824,810.0,1.0,07.04.1973,4.0,7.0,1273.0,4.0,7.0,1273.0,Brno,Brno,1.0,Žďár nad Sázavou,,,,,,,,,,Ja,1273-07-04,1273-07-04,0 days,1273-07-04,4,False
490,825,811.0,1.0,7/17/1973,17.0,7.0,1273.0,17.0,7.0,1273.0,Bratislava,Bratislava,2.0,Kappling,,,,,Tobra,,,,,Ja,1273-07-17,1273-07-17,0 days,1273-07-17,4,False
491,826,812.0,2.0,08.07.1973,7.0,8.0,1273.0,7.0,8.0,1273.0,Laa an der Thaya,Laa an der Thaya,1.0,,,,,,,,,,,-,1273-08-07,1273-08-07,0 days,1273-08-07,4,False
492,827,813.0,2.0,Um 7.8.1273 oder kurz danach,2.0,8.0,1273.0,15.0,8.0,1273.0,Marchegg,Marchegg,1.0,,,,,,,,,,,-,1273-08-02,1273-08-15,13 days,1273-08-08,4,False
