,Unnamed: 0,no,sicherheit,datum_text,tag_post,monat_post,jahr_post,tag_ante,monat_ante,jahr_ante,lokalitat_name,lokalitat_agglomeration,lokalitat_politik,bi1_lokalitatname,bi2_lokalitatname,bi3_lokalitatname,bi4_lokalitatname,bi5_lokalitatname,gg1_lokalitatname,gg2_lokalitatname,gg3_lokalitatname,gg4_lokalitatname,gg5_lokalitatname,aussteller,date_post,date_ante,date_delta,date_middle,period,invalid
14,18,18.0,3.0,(Um 12.-31. XII) 1251,7.0,12.0,1251.0,5.0,1.0,1251.0,Wien,Wien,1.0,Wiener Neustadt,Wiener Neustadt,Passau,Freising,Salzburg,,,,,,M,1251-12-07,1251-01-05,-336 days,1251-06-22,1,False
13,17,17.0,3.0,(Um 12.-31. XII) 1251,7.0,12.0,1251.0,5.0,1.0,1251.0,Wien,Wien,1.0,Wiener Neustadt,,,,,,,,,,Ja,1251-12-07,1251-01-05,-336 days,1251-06-22,1,False
0,0,1.0,3.0,(Erste Hälfte Novembers) 1251,1.0,11.0,1251.0,15.0,11.0,1251.0,Netolice,Netolice,2.0,Strakonice,,,,,Makarov,,,,,Ja,1251-11-01,1251-11-15,14 days,1251-11-08,1,False
1,1,2.0,2.0,"(circa 16.11.1251, oder kurz vor 16. November)",11.0,11.0,1251.0,16.0,11.0,1251.0,Enns,Enns,1.0,,,,,,,,,,,-,1251-11-11,1251-11-16,5 days,1251-11-13,1,False
2,3,4.0,2.0,(Zwischen cca 16.11.-6.12.)1251,16.0,11.0,1251.0,6.0,12.0,1251.0,Krems an der Donau,Krems an der Donau,1.0,Neunkirchen,,,,,,,,,,Ja,1251-11-16,1251-12-06,20 days,1251-11-26,1,False
3,4,5.0,1.0,6. 12.1251,6.0,12.0,1251.0,6.0,12.0,1251.0,Korneuburg,Wien,1.0,Niederaltaich,,,,,Absdorf,Kircheim unter Teck,,,,Ja,1251-12-06,1251-12-06,0 days,1251-12-06,1,False
4,5,6.0,1.0,6.12.1251 (früher schlecht zu 7.12.),6.0,12.0,1251.0,6.0,12.0,1251.0,Korneuburg,Wien,1.0,Niederaltaich,,,,,Niederabsdorf,,,,,Ja,1251-12-06,1251-12-06,0 days,1251-12-06,1,False
5,6,7.0,1.0,6. 12.1251,6.0,12.0,1251.0,6.0,12.0,1251.0,Korneuburg,Wien,1.0,Niederaltaich,,,,,,,,,,Ja,1251-12-06,1251-12-06,0 days,1251-12-06,1,False
6,7,8.0,2.0,(6. 12) 1251,6.0,12.0,1251.0,6.0,12.0,1251.0,Korneuburg,Wien,1.0,Niederaltaich,,,,,Stein an der Donau,Ybbs an der Donau,Mauthausen,Linz,,Ja,1251-12-06,1251-12-06,0 days,1251-12-06,1,False
7,8,9.0,2.0,6. 12.(1251),6.0,12.0,1251.0,6.0,12.0,1251.0,Korneuburg,Wien,1.0,Niederaltaich,,,,,,,,,,Ja,1251-12-06,1251-12-06,0 days,1251-12-06,1,False
8,9,10.0,2.0,"(6.-11. 12) 1251 wahscheinlicher ist aber die Datierung 6-9.12.1251,",6.0,12.0,1251.0,11.0,12.0,1251.0,Korneuburg,Wien,1.0,Lambach,,,,,,,,,,Ja,1251-12-06,1251-12-11,5 days,1251-12-08,1,False
9,12,12.0,1.0,12.12.1251 +,12.0,12.0,1251.0,12.0,12.0,1251.0,Wien,Wien,1.0,Příbor,Velehrad,,,,,,,,,Ja,1251-12-12,1251-12-12,0 days,1251-12-12,1,False
10,13,13.0,1.0,21.12.1251,21.0,12.0,1251.0,21.0,12.0,1251.0,Wien,Wien,1.0,Heiligenkreuz,,,,,,,,,,Ja,1251-12-21,1251-12-21,0 days,1251-12-21,1,False
11,14,14.0,2.0,"27.XII. (1251, nicht ausgeschlossen ist auch das Jahr 1252)",27.0,12.0,1251.0,27.0,12.0,1251.0,Wien,Wien,1.0,Salzburg,,,,,,,,,,Ja,1251-12-27,1251-12-27,0 days,1251-12-27,1,False
12,15,15.0,2.0,29.12.(1251),29.0,12.0,1251.0,29.0,12.0,1251.0,Wien,Wien,1.0,Mondsee,Ybbs an der Donau,Stein an der Donau,,,,,,,,Ja,1251-12-29,1251-12-29,0 days,1251-12-29,1,False
15,21,21.0,1.0,3.1.1252,3.0,1.0,1252.0,3.0,1.0,1252.0,Wien,Wien,1.0,Ebersberg,,,,,,,,,,Ja,1252-01-03,1252-01-03,0 days,1252-01-03,1,False
16,22,22.0,1.0,11.2.1252,11.0,2.0,1252.0,11.0,2.0,1252.0,Hainburg,Hainburg,1.0,,,,,,,,,,,-,1252-02-11,1252-02-11,0 days,1252-02-11,1,False
18,24,24.0,1.0,16.02.1252,16.0,2.0,1252.0,16.0,2.0,1252.0,Hainburg,Hainburg,1.0,Waldhausen im Strudengau,,,,,,,,,,Ja,1252-02-16,1252-02-16,0 days,1252-02-16,1,False
17,23,23.0,1.0,16.02. 1252,16.0,2.0,1252.0,16.0,2.0,1252.0,Hainburg,Hainburg,1.0,Waldhausen im Strudengau,Machland,Laa an der Thaya,,,,,,,,Ja,1252-02-16,1252-02-16,0 days,1252-02-16,1,False
19,25,25.0,1.0,5.3.1252,5.0,3.0,1252.0,5.0,3.0,1252.0,Hainburg,Hainburg,1.0,Regensburg,,,,,Tulln,Michelhausen,Possendorf,Michelndorf,"
",Ja,1252-03-05,1252-03-05,0 days,1252-03-05,1,False
20,26,26.0,1.0,15.3.1252,15.0,3.0,1252.0,15.0,3.0,1252.0,Wiener Neustadt,Wiener Neustadt,1.0,Wiener Neustadt,,,,,,,,,,Ja,1252-03-15,1252-03-15,0 days,1252-03-15,1,False
21,27,27.0,1.0,19.3.1252,19.0,3.0,1252.0,19.0,3.0,1252.0,Krems an der Donau,Krems an der Donau,1.0,Tegernsee,,,,,,,,,,Ja,1252-03-19,1252-03-19,0 days,1252-03-19,1,False
22,28,28.0,1.0,19.3.1252,19.0,3.0,1252.0,19.0,3.0,1252.0,Krems an der Donau,Krems an der Donau,1.0,Metten,,,,,Linz,Enns,Mauthausen,,,Ja,1252-03-19,1252-03-19,0 days,1252-03-19,1,False
23,29,29.0,1.0,19.3.1252,19.0,3.0,1252.0,19.0,3.0,1252.0,Krems an der Donau,Krems an der Donau,1.0,Metten,,,,,,,,,,Ja,1252-03-19,1252-03-19,0 days,1252-03-19,1,False
24,30,30.0,1.0,19.3.1252,19.0,3.0,1252.0,19.0,3.0,1252.0,Krems an der Donau,Krems an der Donau,1.0,Metten,Dürnstein,,,,Eisenreichdornach,,,,,Ja,1252-03-19,1252-03-19,0 days,1252-03-19,1,False
25,32,32.0,1.0,21.3.1252,21.0,3.0,1252.0,21.0,3.0,1252.0,Krems an der Donau,Krems an der Donau,1.0,Tegernsee,,,,,,,,,,Ja,1252-03-21,1252-03-21,0 days,1252-03-21,1,False
26,34,34.0,3.0,(wohl 22.3.-5.6.)1252,22.0,3.0,1252.0,5.0,6.0,1252.0,Brno,Brno,2.0,Žďár nad Sázavou,,,,,,,,,,Ja,1252-03-22,1252-06-05,75 days,1252-04-28,1,False
27,35,35.0,3.0,(wohl 22.3.-5.6.)1252+,22.0,3.0,1252.0,5.0,6.0,1252.0,Brno,Brno,2.0,Brno,,,,,,,,,,Ja,1252-03-22,1252-06-05,75 days,1252-04-28,1,False
28,38,37.0,2.0,6.6.1252+,6.0,6.0,1252.0,6.0,6.0,1252.0,Znojmo,Znojmo,2.0,Znojmo,Praha,,,,,,,,,Ja,1252-06-06,1252-06-06,0 days,1252-06-06,1,False
29,41,38.0,1.0,30.8.1252,30.0,8.0,1252.0,30.0,8.0,1252.0,Linz,Linz,1.0,Steyr,,,,,Steyr,Losenstein,,,,Ja,1252-08-30,1252-08-30,0 days,1252-08-30,1,False
30,43,39.0,3.0,(Septemberg - 28.11.) 1252,1.0,9.0,1252.0,28.0,11.0,1252.0,Graz,Graz,2.0,Rein,,,,,Graz,Wiener Neustadt,,,,Ja,1252-09-01,1252-11-28,88 days,1252-10-15,1,False
31,45,40.0,1.0,28.11.1252,28.0,11.0,1252.0,28.0,11.0,1252.0,Linz,Linz,1.0,Wilhering,,,,,,,,,,Ja,1252-11-28,1252-11-28,0 days,1252-11-28,1,False
32,46,41.0,1.0,28.11.1252,28.0,11.0,1252.0,28.0,11.0,1252.0,Linz,Linz,1.0,Wilhering,,,,,,,,,,Ja,1252-11-28,1252-11-28,0 days,1252-11-28,1,False
33,47,42.0,1.0,28.11.1252,28.0,11.0,1252.0,28.0,11.0,1252.0,Linz,Linz,1.0,Wilhering,,,,,Gramastetten,,,,,Ja,1252-11-28,1252-11-28,0 days,1252-11-28,1,False
34,48,43.0,2.0,(28.11.) 1252,28.0,11.0,1252.0,28.0,11.0,1252.0,Linz,Linz,1.0,Wilhering,,,,,,,,,,Ja,1252-11-28,1252-11-28,0 days,1252-11-28,1,False
35,51,46.0,2.0,29.11. (1252),29.0,11.0,1252.0,29.0,11.0,1252.0,Linz,Linz,1.0,Seitenstetten,,,,,Altenhofen,,,,,Ja,1252-11-29,1252-11-29,0 days,1252-11-29,1,False
36,53,48.0,1.0,9.12.1252,9.0,12.0,1252.0,9.0,12.0,1252.0,Krems an der Donau,Krems an der Donau,1.0,Osterhofen,,,,,,,,,,Ja,1252-12-09,1252-12-09,0 days,1252-12-09,1,False
37,54,49.0,1.0,20. 1. 1253,20.0,1.0,1253.0,20.0,1.0,1253.0,Wien,Wien,1.0,Freising,,,,,Groß-Enzersdorf,,,,,Ja,1253-01-20,1253-01-20,0 days,1253-01-20,1,False
38,55,50.0,1.0,18.2.1253,18.0,2.0,1253.0,18.0,2.0,1253.0,Wien,Wien,1.0,Wien,,,,,,,,,,Ja,1253-02-18,1253-02-18,0 days,1253-02-18,1,False
39,58,51.0,1.0,1.4.1253,1.0,4.0,1253.0,1.0,4.0,1253.0,Praha,Praha,2.0,Passau,,,,,Linz,Eferding,Wels,,,Ja,1253-04-01,1253-04-01,0 days,1253-04-01,1,False
40,60,53.0,1.0,6.4.1253,6.0,4.0,1253.0,6.0,4.0,1253.0,Praha,Praha,2.0,Praha,,,,,,,,,,Ja,1253-04-06,1253-04-06,0 days,1253-04-06,1,False
41,63,54.0,1.0,29.4.1253,29.0,4.0,1253.0,29.0,4.0,1253.0,Wiener Neustadt,Wiener Neustadt,1.0,Wiener Neustadt,,,,,,,,,,Ja,1253-04-29,1253-04-29,0 days,1253-04-29,1,False
42,64,55.0,1.0,17.5.1253,17.0,5.0,1253.0,17.0,5.0,1253.0,Leoben,Leoben,2.0,Wiener Neustadt,,,,,Leibnitz,Sankt Georgen an der Stiefing,,,,Ja,1253-05-17,1253-05-17,0 days,1253-05-17,1,False
43,65,56.0,1.0,5.6.1253,5.0,6.0,1253.0,5.0,6.0,1253.0,Krems an der Donau,Krems an der Donau,1.0,Hohenberg,,,,,Krumau an der Kamp,Altpölla,Winkl,,,Ja,1253-06-05,1253-06-05,0 days,1253-06-05,1,False
44,71,58.0,1.0,13.7.1253,13.0,7.0,1253.0,13.0,7.0,1253.0,Brno,Brno,2.0,Geras,,,,,Kostelní Myslová,,,,,Ja,1253-07-13,1253-07-13,0 days,1253-07-13,1,False
45,72,59.0,1.0,5.8.1253,5.0,8.0,1253.0,5.0,8.0,1253.0,Olomouc,Olomouc,2.0,Olomouc,,,,,Olomouc,,,,,Ja,1253-08-05,1253-08-05,0 days,1253-08-05,1,False
46,75,62.0,3.0,6.9.1253++,6.0,9.0,1253.0,6.0,9.0,1253.0,Praha,Praha,2.0,Břevnov,Police nad Metují,,,,,,,,,Ja,1253-09-06,1253-09-06,0 days,1253-09-06,1,False
47,76,63.0,1.0,17.9.12(5)3,17.0,9.0,1253.0,17.0,9.0,1253.0,Krems an der Donau,Krems an der Donau,1.0,,,,,,,,,,,Ja,1253-09-17,1253-09-17,0 days,1253-09-17,1,False
48,77,64.0,1.0,20.9.1253,20.0,9.0,1253.0,20.0,9.0,1253.0,Kleinweikersdorf,Kleinweikersdorf,1.0,Zwettl,Horn,,,,,,,,,Ja,1253-09-20,1253-09-20,0 days,1253-09-20,1,False
49,83,67.0,1.0,27.9.1253,27.0,9.0,1253.0,27.0,9.0,1253.0,Wien,Wien,1.0,Aldersbach,,,,,,,,,,Ja,1253-09-27,1253-09-27,0 days,1253-09-27,2,False
50,84,68.0,1.0,17.10.1253,17.0,10.0,1253.0,17.0,10.0,1253.0,Praha,Praha,1.0,,,,,,,,,,,-,1253-10-17,1253-10-17,0 days,1253-10-17,2,False
51,85,69.0,1.0,8.11.1253,8.0,11.0,1253.0,8.0,11.0,1253.0,Praha,Praha,1.0,,,,,,,,,,,Ja,1253-11-08,1253-11-08,0 days,1253-11-08,2,False
52,86,70.0,1.0,14.11.1253,14.0,11.0,1253.0,14.0,11.0,1253.0,Praha,Praha,1.0,Vilémov,,,,,,,,,,Ja,1253-11-14,1253-11-14,0 days,1253-11-14,2,False
53,87,71.0,1.0,20.11.1253,20.0,11.0,1253.0,20.0,11.0,1253.0,Praha,Praha,1.0,Praha,,,,,,,,,,Ja,1253-11-20,1253-11-20,0 days,1253-11-20,2,False
54,88,72.0,1.0,20.11.1253,20.0,11.0,1253.0,20.0,11.0,1253.0,Praha,Praha,1.0,Vyšehrad,,,,,,,,,,Ja,1253-11-20,1253-11-20,0 days,1253-11-20,2,False
55,89,73.0,1.0,20.11.1253,20.0,11.0,1253.0,20.0,11.0,1253.0,Praha,Praha,1.0,Břevnov,,,,,,,,,,Ja,1253-11-20,1253-11-20,0 days,1253-11-20,2,False
56,90,74.0,1.0,20.11.1253,20.0,11.0,1253.0,20.0,11.0,1253.0,Praha,Praha,1.0,Strahov,,,,,,,,,,Ja,1253-11-20,1253-11-20,0 days,1253-11-20,2,False
57,91,75.0,1.0,20.11.1253,20.0,11.0,1253.0,20.0,11.0,1253.0,Praha,Praha,1.0,Opatovice nad Labem,,,,,,,,,,Ja,1253-11-20,1253-11-20,0 days,1253-11-20,2,False
58,92,76.0,2.0,Zwischen 2.-7.12.1253,2.0,12.0,1253.0,7.0,12.0,1253.0,Jablonné v Podještědí,Jablonné v Podještědí,1.0,Litoměřice,,,,,Hrušovany,Vrutice,Svařenice,Polepy,,Ja,1253-12-02,1253-12-07,5 days,1253-12-04,2,False
59,93,77.0,1.0,17.12.1253,17.0,12.0,1253.0,17.0,12.0,1253.0,Praha,Praha,1.0,Halbenrein,,,,,Halbenrein,,,,,Ja,1253-12-17,1253-12-17,0 days,1253-12-17,2,False
60,94,78.0,1.0,26.12.1253,26.0,12.0,1253.0,26.0,12.0,1253.0,Kladruby,Kladruby,1.0,Stříbro,,,,,Bítov bei Stříbro,,,,,Ja,1253-12-26,1253-12-26,0 days,1253-12-26,2,False
61,95,79.0,1.0,26.12.1253,26.0,12.0,1253.0,26.0,12.0,1253.0,Kladruby,Kladruby,1.0,Chotěšov,,,,,Zbůch,Červený Újezd,,,,Ja,1253-12-26,1253-12-26,0 days,1253-12-26,2,False
62,97,81.0,1.0,3.3.1254,3.0,3.0,1254.0,3.0,3.0,1254.0,Krems an der Donau,Krems an der Donau,1.0,Altenburg,,,,,Röhrenbach,,,,,Ja,1254-03-03,1254-03-03,0 days,1254-03-03,2,False
63,98,82.0,1.0,4. 3. 1254,4.0,3.0,1254.0,4.0,3.0,1254.0,Krems an der Donau,Krems an der Donau,1.0,Mondsee,,,,,,,,,,Ja,1254-03-04,1254-03-04,0 days,1254-03-04,2,False
64,99,83.0,2.0,31.3.1254,31.0,3.0,1254.0,31.0,3.0,1254.0,Wien,Wien,1.0,Freising,,,,,Dobrava pri Škocjanu,Čretež pri Krškem,Dolenje Mokro Polje,Dvorec Prežek,,Ja,1254-03-31,1254-03-31,0 days,1254-03-31,2,False
65,101,84.0,1.0,31.3.1254,31.0,3.0,1254.0,31.0,3.0,1254.0,Wien,Wien,1.0,Dobrava pri Škocjanu,,,,,,,,,,Ja,1254-03-31,1254-03-31,0 days,1254-03-31,2,False
66,103,86.0,1.0,15.4.1254,15.0,4.0,1254.0,15.0,4.0,1254.0,Krems an der Donau,Krems an der Donau,1.0,St. Florian,,,,,,,,,,Ja,1254-04-15,1254-04-15,0 days,1254-04-15,2,False
67,104,87.0,3.0,Nach 15.IV.1254 -kurz vor oder genau 1.V.1254,18.0,4.0,1254.0,1.0,5.0,1254.0,Bratislava,Bratislava,1.0,,,,,,,,,,,-,1254-04-18,1254-05-01,13 days,1254-04-24,2,False
68,106,89.0,1.0,1.5.1254,1.0,5.0,1254.0,1.0,5.0,1254.0,Wien,Wien,1.0,Seckau,,,,,Muthmannsdorf,,,,,Ja,1254-05-01,1254-05-01,0 days,1254-05-01,2,False
69,107,90.0,2.0,kurz vor 31.5.1254,27.0,5.0,1254.0,29.0,5.0,1254.0,Znojmo,Znojmo,1.0,,,,,,,,,,,-,1254-05-27,1254-05-29,2 days,1254-05-28,2,False
70,108,91.0,1.0,31.5.1254,31.0,5.0,1254.0,31.0,5.0,1254.0,Brno,Brno,1.0,Brno,,,,,Brno,,,,,Ja,1254-05-31,1254-05-31,0 days,1254-05-31,2,False
71,109,92.0,1.0,9.7.1254,9.0,7.0,1254.0,9.0,7.0,1254.0,Praha,Praha,1.0,Praha,,,,,Praha,,,,,Ja,1254-07-09,1254-07-09,0 days,1254-07-09,2,False
73,111,94.0,2.0,10.7.1254,10.0,7.0,1254.0,10.0,7.0,1254.0,Praha,Praha,1.0,Praha,,,,,,,,,,M,1254-07-10,1254-07-10,0 days,1254-07-10,2,False
72,110,93.0,1.0,10.7.1254,10.0,7.0,1254.0,10.0,7.0,1254.0,Praha,Praha,1.0,Osek,,,,,,,,,,Ja,1254-07-10,1254-07-10,0 days,1254-07-10,2,False
81,127,106.0,3.0,"(Kurz nach 17.1. und vor 5.12.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1.1255.)",17.0,1.0,1254.0,2.0,2.0,1255.0,Balga,Balga,2.0,,,,,,,,,,,-,1254-01-17,1255-02-02,381 days,1254-07-26,2,False
82,128,107.0,3.0,"(Kurz nach 17.1. und vor 5.12.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1.1255.)",19.0,1.0,1254.0,2.0,2.0,1255.0,Logvino,Logvino,2.0,,,,,,,,,,,-,1254-01-19,1255-02-02,379 days,1254-07-27,2,False
83,129,108.0,3.0,"(Kurz nach 17.1. und vor 5.12.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1.1255.)",21.0,1.0,1254.0,2.0,2.0,1255.0,Mel'nikovo,Mel'nikovo,2.0,,,,,,,,,,,-,1254-01-21,1255-02-02,377 days,1254-07-28,2,False
84,130,109.0,3.0,"(Kurz nach 17.1. und vor 5.12.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1.1255.)",23.0,1.0,1254.0,2.0,2.0,1255.0,Sewernaja Gora,Sewernaja Gora,2.0,,,,,,,,,,,-,1254-01-23,1255-02-02,375 days,1254-07-29,2,False
85,131,110.0,3.0,"(Nach 17.1. und vor 5.12.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1.1255.)",25.0,1.0,1254.0,2.0,2.0,1255.0,Nisowje,Nisowje,2.0,,,,,,,,,,,-,1254-01-25,1255-02-02,373 days,1254-07-30,2,False
86,132,111.0,3.0,"(Nach 17.1. und vor 5.12.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1.1255.)",27.0,1.0,1254.0,2.0,2.0,1255.0,Gwardeisk,Gwardeisk,2.0,,,,,,,,,,,-,1254-01-27,1255-02-02,371 days,1254-07-31,2,False
87,133,112.0,3.0,"(Nach 17.1. und vor 5.12.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1.1255.)",29.0,1.0,1254.0,2.0,2.0,1255.0,Kaliningrad,Kaliningrad,2.0,,,,,,,,,,,-,1254-01-29,1255-02-02,369 days,1254-08-01,2,False
74,113,96.0,3.0,17.8.1254+,17.0,8.0,1254.0,17.0,8.0,1254.0,Olomouc,Olomouc,1.0,Olomouc,,,,,Olomouc,,,,,Ja,1254-08-17,1254-08-17,0 days,1254-08-17,2,False
75,114,97.0,3.0,(wohl um 17.8.) 1254,12.0,8.0,1254.0,22.0,8.0,1254.0,Olomouc,Olomouc,1.0,Olomouc,,,,,Moravská Loděnice,,,,,Ja,1254-08-12,1254-08-22,10 days,1254-08-17,2,False
76,117,98.0,1.0,23.10.1254 (actum),23.0,10.0,1254.0,23.0,10.0,1254.0,Sadská,Sadská,1.0,Böhmen,,,,,,,,,,Ja,1254-10-23,1254-10-23,0 days,1254-10-23,2,False
77,118,99.0,1.0,17.11.1254 (actum),17.0,11.0,1254.0,17.0,11.0,1254.0,Krems an der Donau,Krems an der Donau,1.0,Garsten,,,,,,,,,,Ja,1254-11-17,1254-11-17,0 days,1254-11-17,2,False
78,121,102.0,1.0,25.12.1254,25.0,12.0,1254.0,25.0,12.0,1254.0,Wrocław,Wrocław,2.0,,,,,,,,,,,-,1254-12-25,1254-12-25,0 days,1254-12-25,2,False
79,125,104.0,3.0,"(Um 17.1.1255, nicht ausgeschlossen nach 25.12.1254 und vor 17.1. 1255.)",28.0,12.0,1254.0,17.0,1.0,1255.0,Elbląg,Elbląg,2.0,,,,,,,,,,,-,1254-12-28,1255-01-17,20 days,1255-01-07,2,False
80,126,105.0,1.0,17.1.1255,17.0,1.0,1255.0,17.0,1.0,1255.0,Elbląg,Elbląg,2.0,Böhmen,,,,,,,,,,Ja,1255-01-17,1255-01-17,0 days,1255-01-17,2,False
88,137,115.0,1.0,6.2.1255,6.0,2.0,1255.0,6.0,2.0,1255.0,Opava,Opava,1.0,,,,,,,,,,,-,1255-02-06,1255-02-06,0 days,1255-02-06,2,False
89,138,116.0,1.0,18.2.1255,18.0,2.0,1255.0,18.0,2.0,1255.0,Brno,Brno,1.0,Olomouc,,,,,Olomouc,,,,,Ja,1255-02-18,1255-02-18,0 days,1255-02-18,2,False
90,142,119.0,1.0,8.3.1255,8.0,3.0,1255.0,8.0,3.0,1255.0,Krems an der Donau,Krems an der Donau,1.0,Böhmen,Mähren,Oberösterreich,Niederösterreich,,,,,,,Ja,1255-03-08,1255-03-08,0 days,1255-03-08,2,False
91,143,120.0,1.0,18.3.1255,18.0,3.0,1255.0,18.0,3.0,1255.0,Krems an der Donau,Krems an der Donau,1.0,Passau,,,,,,,,,,Ja,1255-03-18,1255-03-18,0 days,1255-03-18,2,False
92,145,122.0,1.0,23.3.1255,23.0,3.0,1255.0,23.0,3.0,1255.0,Seitenstetten,Seitenstetten,1.0,Mailberg,,,,,,,,,,Ja,1255-03-23,1255-03-23,0 days,1255-03-23,2,False
93,146,123.0,1.0,24.3.1255,24.0,3.0,1255.0,24.0,3.0,1255.0,Steyr,Steyr,2.0,Spital am Pyhrn,,,,,,,,,,Ja,1255-03-24,1255-03-24,0 days,1255-03-24,2,False
95,149,126.0,2.0,"(Um 30. 3.)1255, (genauer zwischen 24.3-4.4.1255)",24.0,3.0,1255.0,4.0,4.0,1255.0,Linz,Linz,1.0,Garsten,,,,,Molln,Ternberg,,,,Ja,1255-03-24,1255-04-04,11 days,1255-03-29,2,False
94,148,125.0,1.0,30.3.1255,30.0,3.0,1255.0,30.0,3.0,1255.0,Linz,Linz,1.0,Berchtesgaden,,,,,,,,,,Ja,1255-03-30,1255-03-30,0 days,1255-03-30,2,False
96,151,128.0,1.0,8.4.1255,8.0,4.0,1255.0,8.0,4.0,1255.0,Praha,Praha,1.0,,,,,,,,,,,-,1255-04-08,1255-04-08,0 days,1255-04-08,2,False
97,152,129.0,2.0,10.5.1255+,10.0,5.0,1255.0,10.0,5.0,1255.0,Praha,Praha,1.0,Břevnov,,,,,,,,,,Ja,1255-05-10,1255-05-10,0 days,1255-05-10,2,False
98,154,131.0,3.0,"(Nach 10. V., bzw. um 7.VI., sicher vor 17. VI.) 1255",13.0,5.0,1255.0,14.0,6.0,1255.0,Křivoklát,Křivoklát,1.0,Vyšehrad,,,,,,,,,,Ja,1255-05-13,1255-06-14,32 days,1255-05-29,2,False
99,155,132.0,3.0,17.6.(1255),17.0,6.0,1255.0,17.0,6.0,1255.0,Jaroměřice nad Rokytkou,Jaroměřice nad Rokytkou,2.0,Salzburg,,,,,,,,,,Ja,1255-06-17,1255-06-17,0 days,1255-06-17,2,False
100,156,133.0,1.0,26.6.1255,26.0,6.0,1255.0,26.0,6.0,1255.0,Wien,Wien,1.0,Raitenhaslach,,,,,,,,,,Ja,1255-06-26,1255-06-26,0 days,1255-06-26,2,False
101,158,134.0,1.0,19.7.1255 (Version I),19.0,7.0,1255.0,19.0,7.0,1255.0,Praha,Praha,1.0,Kraków,,,,,,,,,,Ja,1255-07-19,1255-07-19,0 days,1255-07-19,2,False
102,160,136.0,1.0,4.10.1255 (Version II),4.0,10.0,1255.0,4.0,10.0,1255.0,Praha,Praha,1.0,Kraków,,,,,,,,,,Ja,1255-10-04,1255-10-04,0 days,1255-10-04,2,False
103,162,138.0,1.0,12.12.1255,12.0,12.0,1255.0,12.0,12.0,1255.0,Krems an der Donau,Krems an der Donau,1.0,Kremsmünster,,,,,Martinsberg,,,,,Ja,1255-12-12,1255-12-12,0 days,1255-12-12,2,False
104,163,139.0,2.0,(um 12.12.)1255,7.0,12.0,1255.0,17.0,12.0,1255.0,Krems an der Donau,Krems an der Donau,1.0,Kremsmünster,,,,,,,,,,Ja,1255-12-07,1255-12-17,10 days,1255-12-12,2,False
105,164,140.0,3.0,(wohl nach12.12.1255-25.12/31.12.) 1255,15.0,12.0,1255.0,31.0,12.0,1255.0,Brno,Brno,1.0,Olomouc,,,,,Hrdibořice,Kralice,,,,Ja,1255-12-15,1255-12-31,16 days,1255-12-23,2,False
106,167,143.0,1.0,1.1.1256,1.0,1.0,1256.0,1.0,1.0,1256.0,Brno,Brno,1.0,Žďár nad Sázavou,,,,,,,,,,Ja,1256-01-01,1256-01-01,0 days,1256-01-01,2,False
107,169,144.0,2.0,(25.12.1255/1.1.1256-15.1.)1256,25.0,12.0,1255.0,15.0,1.0,1256.0,Brno,Brno,1.0,Velehrad,,,,,Zlatníky,,,,,Ja,1255-12-25,1256-01-15,21 days,1256-01-04,2,False
108,170,145.0,1.0,16.1.1256,16.0,1.0,1256.0,16.0,1.0,1256.0,Olomouc,Olomouc,1.0,Velehrad,,,,,,,,,,Ja,1256-01-16,1256-01-16,0 days,1256-01-16,2,False
109,171,146.0,3.0,28.1.1256++,28.0,1.0,1256.0,28.0,1.0,1256.0,Olomouc,Olomouc,1.0,Přerov,,,,,,,,,,Ja,1256-01-28,1256-01-28,0 days,1256-01-28,2,False
110,173,148.0,1.0,15.3.1256,15.0,3.0,1256.0,15.0,3.0,1256.0,Praha,Praha,1.0,Mähren,,,,,,,,,,Ja,1256-03-15,1256-03-15,0 days,1256-03-15,2,False
111,175,150.0,1.0,27.3.1256,27.0,3.0,1256.0,27.0,3.0,1256.0,Sadská,Sadská,1.0,St. Florian,,,,,,,,,,Ja,1256-03-27,1256-03-27,0 days,1256-03-27,2,False
112,176,151.0,2.0,12. oder 19.4.1256+,12.0,4.0,1256.0,19.0,4.0,1256.0,Praha,Praha,1.0,Břevnov,,,,,Podmokly,Ruzyně,,,,Ja,1256-04-12,1256-04-19,7 days,1256-04-15,2,False
113,177,152.0,1.0,9.6.1256,9.0,6.0,1256.0,9.0,6.0,1256.0,Wien,Wien,1.0,Freising,,,,,Wien,,,,,Ja,1256-06-09,1256-06-09,0 days,1256-06-09,2,False
114,178,153.0,1.0,16.7.1256,16.0,7.0,1256.0,16.0,7.0,1256.0,Opava,Opava,1.0,Olomouc,,,,,,,,,,Ja,1256-07-16,1256-07-16,0 days,1256-07-16,2,False
115,179,154.0,1.0,18.7.1256,18.0,7.0,1256.0,18.0,7.0,1256.0,Opava,Opava,1.0,Grobniki,Böhmen,Mähren,,,Grobniki,,,,,Ja,1256-07-18,1256-07-18,0 days,1256-07-18,2,False
