,activity,locality,traveling,domestic,date,day,month,year,period
0,True,Wien,False,True,1251-06-22,22,6,1251,1
1,False,Wien,False,True,1251-06-23,23,6,1251,1
2,False,Wien,False,True,1251-06-24,24,6,1251,1
3,False,Wien,False,True,1251-06-25,25,6,1251,1
4,False,Wien,False,True,1251-06-26,26,6,1251,1
5,False,Wien,False,True,1251-06-27,27,6,1251,1
6,False,Wien,False,True,1251-06-28,28,6,1251,1
7,False,Wien,False,True,1251-06-29,29,6,1251,1
8,False,Wien,False,True,1251-06-30,30,6,1251,1
9,False,Wien,False,True,1251-07-01,1,7,1251,1
10,False,Wien,False,True,1251-07-02,2,7,1251,1
11,False,Wien,False,True,1251-07-03,3,7,1251,1
12,False,Wien,False,True,1251-07-04,4,7,1251,1
13,False,Wien,False,True,1251-07-05,5,7,1251,1
14,False,Wien,False,True,1251-07-06,6,7,1251,1
15,False,Wien,False,True,1251-07-07,7,7,1251,1
16,False,Wien,False,True,1251-07-08,8,7,1251,1
17,False,Wien,False,True,1251-07-09,9,7,1251,1
18,False,Wien,False,True,1251-07-10,10,7,1251,1
19,False,Wien,False,True,1251-07-11,11,7,1251,1
20,False,Wien,False,True,1251-07-12,12,7,1251,1
21,False,Wien,False,True,1251-07-13,13,7,1251,1
22,False,Wien,False,True,1251-07-14,14,7,1251,1
23,False,Wien,False,True,1251-07-15,15,7,1251,1
24,False,Wien,False,True,1251-07-16,16,7,1251,1
25,False,Wien,False,True,1251-07-17,17,7,1251,1
26,False,Wien,False,True,1251-07-18,18,7,1251,1
27,False,Wien,False,True,1251-07-19,19,7,1251,1
28,False,Wien,False,True,1251-07-20,20,7,1251,1
29,False,Wien,False,True,1251-07-21,21,7,1251,1
30,False,Wien,False,True,1251-07-22,22,7,1251,1
31,False,Wien,False,True,1251-07-23,23,7,1251,1
32,False,Wien,False,True,1251-07-24,24,7,1251,1
33,False,Wien,False,True,1251-07-25,25,7,1251,1
34,False,Wien,False,True,1251-07-26,26,7,1251,1
35,False,Wien,False,True,1251-07-27,27,7,1251,1
36,False,Wien,False,True,1251-07-28,28,7,1251,1
37,False,Wien,False,True,1251-07-29,29,7,1251,1
38,False,Wien,False,True,1251-07-30,30,7,1251,1
39,False,Wien,False,True,1251-07-31,31,7,1251,1
40,False,Wien,False,True,1251-08-01,1,8,1251,1
41,False,Wien,False,True,1251-08-02,2,8,1251,1
42,False,Wien,False,True,1251-08-03,3,8,1251,1
43,False,Wien,False,True,1251-08-04,4,8,1251,1
44,False,Wien,False,True,1251-08-05,5,8,1251,1
45,False,Wien,False,True,1251-08-06,6,8,1251,1
46,False,Wien,False,True,1251-08-07,7,8,1251,1
47,False,Wien,False,True,1251-08-08,8,8,1251,1
48,False,Wien,False,True,1251-08-09,9,8,1251,1
49,False,Wien,False,True,1251-08-10,10,8,1251,1
50,False,Wien,False,True,1251-08-11,11,8,1251,1
51,False,Wien,False,True,1251-08-12,12,8,1251,1
52,False,Wien,False,True,1251-08-13,13,8,1251,1
53,False,Wien,False,True,1251-08-14,14,8,1251,1
54,False,Wien,False,True,1251-08-15,15,8,1251,1
55,False,Wien,False,True,1251-08-16,16,8,1251,1
56,False,Wien,False,True,1251-08-17,17,8,1251,1
57,False,Wien,False,True,1251-08-18,18,8,1251,1
58,False,Wien,False,True,1251-08-19,19,8,1251,1
59,False,Wien,False,True,1251-08-20,20,8,1251,1
60,False,Wien,False,True,1251-08-21,21,8,1251,1
61,False,Wien,False,True,1251-08-22,22,8,1251,1
62,False,Wien,False,True,1251-08-23,23,8,1251,1
63,False,Wien,False,True,1251-08-24,24,8,1251,1
64,False,Wien,False,True,1251-08-25,25,8,1251,1
65,False,Wien,True,False,1251-08-26,26,8,1251,1
66,False,False,True,False,1251-08-27,27,8,1251,1
67,False,False,True,False,1251-08-28,28,8,1251,1
68,False,False,True,False,1251-08-29,29,8,1251,1
69,False,False,True,False,1251-08-30,30,8,1251,1
70,False,False,True,False,1251-08-31,31,8,1251,1
71,False,False,True,False,1251-09-01,1,9,1251,1
72,False,False,True,False,1251-09-02,2,9,1251,1
73,False,False,True,False,1251-09-03,3,9,1251,1
74,False,Netolice,False,False,1251-09-04,4,9,1251,1
75,False,Netolice,False,False,1251-09-05,5,9,1251,1
76,False,Netolice,False,False,1251-09-06,6,9,1251,1
77,False,Netolice,False,False,1251-09-07,7,9,1251,1
78,False,Netolice,False,False,1251-09-08,8,9,1251,1
79,False,Netolice,False,False,1251-09-09,9,9,1251,1
80,False,Netolice,False,False,1251-09-10,10,9,1251,1
81,False,Netolice,False,False,1251-09-11,11,9,1251,1
82,False,Netolice,False,False,1251-09-12,12,9,1251,1
83,False,Netolice,False,False,1251-09-13,13,9,1251,1
84,False,Netolice,False,False,1251-09-14,14,9,1251,1
85,False,Netolice,False,False,1251-09-15,15,9,1251,1
86,False,Netolice,False,False,1251-09-16,16,9,1251,1
87,False,Netolice,False,False,1251-09-17,17,9,1251,1
88,False,Netolice,False,False,1251-09-18,18,9,1251,1
89,False,Netolice,False,False,1251-09-19,19,9,1251,1
90,False,Netolice,False,False,1251-09-20,20,9,1251,1
91,False,Netolice,False,False,1251-09-21,21,9,1251,1
92,False,Netolice,False,False,1251-09-22,22,9,1251,1
93,False,Netolice,False,False,1251-09-23,23,9,1251,1
94,False,Netolice,False,False,1251-09-24,24,9,1251,1
95,False,Netolice,False,False,1251-09-25,25,9,1251,1
96,False,Netolice,False,False,1251-09-26,26,9,1251,1
97,False,Netolice,False,False,1251-09-27,27,9,1251,1
98,False,Netolice,False,False,1251-09-28,28,9,1251,1
99,False,Netolice,False,False,1251-09-29,29,9,1251,1
100,False,Netolice,False,False,1251-09-30,30,9,1251,1
101,False,Netolice,False,False,1251-10-01,1,10,1251,1
102,False,Netolice,False,False,1251-10-02,2,10,1251,1
103,False,Netolice,False,False,1251-10-03,3,10,1251,1
104,False,Netolice,False,False,1251-10-04,4,10,1251,1
105,False,Netolice,False,False,1251-10-05,5,10,1251,1
106,False,Netolice,False,False,1251-10-06,6,10,1251,1
107,False,Netolice,False,False,1251-10-07,7,10,1251,1
108,False,Netolice,False,False,1251-10-08,8,10,1251,1
109,False,Netolice,False,False,1251-10-09,9,10,1251,1
110,False,Netolice,False,False,1251-10-10,10,10,1251,1
111,False,Netolice,False,False,1251-10-11,11,10,1251,1
112,False,Netolice,False,False,1251-10-12,12,10,1251,1
113,False,Netolice,False,False,1251-10-13,13,10,1251,1
114,False,Netolice,False,False,1251-10-14,14,10,1251,1
115,False,Netolice,False,False,1251-10-15,15,10,1251,1
116,False,Netolice,False,False,1251-10-16,16,10,1251,1
117,False,Netolice,False,False,1251-10-17,17,10,1251,1
118,False,Netolice,False,False,1251-10-18,18,10,1251,1
119,False,Netolice,False,False,1251-10-19,19,10,1251,1
120,False,Netolice,False,False,1251-10-20,20,10,1251,1
121,False,Netolice,False,False,1251-10-21,21,10,1251,1
122,False,Netolice,False,False,1251-10-22,22,10,1251,1
123,False,Netolice,False,False,1251-10-23,23,10,1251,1
124,False,Netolice,False,False,1251-10-24,24,10,1251,1
125,False,Netolice,False,False,1251-10-25,25,10,1251,1
126,False,Netolice,False,False,1251-10-26,26,10,1251,1
127,False,Netolice,False,False,1251-10-27,27,10,1251,1
128,False,Netolice,False,False,1251-10-28,28,10,1251,1
129,False,Netolice,False,False,1251-10-29,29,10,1251,1
130,False,Netolice,False,False,1251-10-30,30,10,1251,1
131,False,Netolice,False,False,1251-10-31,31,10,1251,1
132,False,Netolice,False,False,1251-11-01,1,11,1251,1
133,False,Netolice,False,False,1251-11-02,2,11,1251,1
134,False,Netolice,False,False,1251-11-03,3,11,1251,1
135,False,Netolice,False,False,1251-11-04,4,11,1251,1
136,False,Netolice,False,False,1251-11-05,5,11,1251,1
137,False,Netolice,False,False,1251-11-06,6,11,1251,1
138,False,Netolice,False,False,1251-11-07,7,11,1251,1
139,True,Netolice,True,False,1251-11-08,8,11,1251,1
140,False,False,True,False,1251-11-09,9,11,1251,1
141,False,False,True,False,1251-11-10,10,11,1251,1
142,False,False,True,False,1251-11-11,11,11,1251,1
143,False,False,True,False,1251-11-12,12,11,1251,1
144,True,Enns,False,True,1251-11-13,13,11,1251,1
145,False,Enns,False,True,1251-11-14,14,11,1251,1
146,False,Enns,False,True,1251-11-15,15,11,1251,1
147,False,Enns,False,True,1251-11-16,16,11,1251,1
148,False,Enns,True,True,1251-11-17,17,11,1251,1
149,False,False,True,True,1251-11-18,18,11,1251,1
150,False,False,True,True,1251-11-19,19,11,1251,1
151,False,False,True,True,1251-11-20,20,11,1251,1
152,False,False,True,True,1251-11-21,21,11,1251,1
153,False,Krems an der Donau,False,True,1251-11-22,22,11,1251,1
154,False,Krems an der Donau,False,True,1251-11-23,23,11,1251,1
155,False,Krems an der Donau,False,True,1251-11-24,24,11,1251,1
156,False,Krems an der Donau,False,True,1251-11-25,25,11,1251,1
157,True,Krems an der Donau,False,True,1251-11-26,26,11,1251,1
158,False,Krems an der Donau,False,True,1251-11-27,27,11,1251,1
159,False,Krems an der Donau,False,True,1251-11-28,28,11,1251,1
160,False,Krems an der Donau,False,True,1251-11-29,29,11,1251,1
161,False,Krems an der Donau,True,True,1251-11-30,30,11,1251,1
162,False,False,True,True,1251-12-01,1,12,1251,1
163,False,False,True,True,1251-12-02,2,12,1251,1
164,False,Korneuburg,False,True,1251-12-03,3,12,1251,1
165,False,Korneuburg,False,True,1251-12-04,4,12,1251,1
166,False,Korneuburg,False,True,1251-12-05,5,12,1251,1
167,True,Korneuburg,False,False,1251-12-06,6,12,1251,1
168,False,Korneuburg,False,False,1251-12-07,7,12,1251,1
169,True,Korneuburg,False,True,1251-12-08,8,12,1251,1
170,False,Korneuburg,False,True,1251-12-09,9,12,1251,1
171,False,Korneuburg,True,True,1251-12-10,10,12,1251,1
172,False,Wien,False,True,1251-12-11,11,12,1251,1
173,True,Wien,False,False,1251-12-12,12,12,1251,1
174,False,Wien,False,False,1251-12-13,13,12,1251,1
175,False,Wien,False,False,1251-12-14,14,12,1251,1
176,False,Wien,False,False,1251-12-15,15,12,1251,1
177,False,Wien,False,False,1251-12-16,16,12,1251,1
178,False,Wien,False,False,1251-12-17,17,12,1251,1
179,False,Wien,False,False,1251-12-18,18,12,1251,1
180,False,Wien,False,False,1251-12-19,19,12,1251,1
181,False,Wien,False,False,1251-12-20,20,12,1251,1
182,True,Wien,False,False,1251-12-21,21,12,1251,1
183,False,Wien,False,False,1251-12-22,22,12,1251,1
184,False,Wien,False,False,1251-12-23,23,12,1251,1
185,False,Wien,False,False,1251-12-24,24,12,1251,1
186,False,Wien,False,False,1251-12-25,25,12,1251,1
187,False,Wien,False,False,1251-12-26,26,12,1251,1
188,True,Wien,False,False,1251-12-27,27,12,1251,1
189,False,Wien,False,False,1251-12-28,28,12,1251,1
190,True,Wien,False,False,1251-12-29,29,12,1251,1
191,False,Wien,False,False,1251-12-30,30,12,1251,1
192,False,Wien,False,False,1251-12-31,31,12,1251,1
193,False,Wien,False,False,1252-01-01,1,1,1252,1
194,False,Wien,False,False,1252-01-02,2,1,1252,1
195,True,Wien,False,True,1252-01-03,3,1,1252,1
196,False,Wien,False,True,1252-01-04,4,1,1252,1
197,False,Wien,False,True,1252-01-05,5,1,1252,1
198,False,Wien,False,True,1252-01-06,6,1,1252,1
199,False,Wien,False,True,1252-01-07,7,1,1252,1
200,False,Wien,False,True,1252-01-08,8,1,1252,1
201,False,Wien,False,True,1252-01-09,9,1,1252,1
202,False,Wien,False,True,1252-01-10,10,1,1252,1
203,False,Wien,False,True,1252-01-11,11,1,1252,1
204,False,Wien,False,True,1252-01-12,12,1,1252,1
205,False,Wien,False,True,1252-01-13,13,1,1252,1
206,False,Wien,False,True,1252-01-14,14,1,1252,1
207,False,Wien,False,True,1252-01-15,15,1,1252,1
208,False,Wien,False,True,1252-01-16,16,1,1252,1
209,False,Wien,False,True,1252-01-17,17,1,1252,1
210,False,Wien,False,True,1252-01-18,18,1,1252,1
211,False,Wien,False,True,1252-01-19,19,1,1252,1
212,False,Wien,False,True,1252-01-20,20,1,1252,1
213,False,Wien,False,True,1252-01-21,21,1,1252,1
214,False,Wien,True,True,1252-01-22,22,1,1252,1
215,False,False,True,True,1252-01-23,23,1,1252,1
216,False,Hainburg,False,True,1252-01-24,24,1,1252,1
217,False,Hainburg,False,True,1252-01-25,25,1,1252,1
218,False,Hainburg,False,True,1252-01-26,26,1,1252,1
219,False,Hainburg,False,True,1252-01-27,27,1,1252,1
220,False,Hainburg,False,True,1252-01-28,28,1,1252,1
221,False,Hainburg,False,True,1252-01-29,29,1,1252,1
222,False,Hainburg,False,True,1252-01-30,30,1,1252,1
223,False,Hainburg,False,True,1252-01-31,31,1,1252,1
224,False,Hainburg,False,True,1252-02-01,1,2,1252,1
225,False,Hainburg,False,True,1252-02-02,2,2,1252,1
226,False,Hainburg,False,True,1252-02-03,3,2,1252,1
227,False,Hainburg,False,True,1252-02-04,4,2,1252,1
228,False,Hainburg,False,True,1252-02-05,5,2,1252,1
229,False,Hainburg,False,True,1252-02-06,6,2,1252,1
230,False,Hainburg,False,True,1252-02-07,7,2,1252,1
231,False,Hainburg,False,True,1252-02-08,8,2,1252,1
232,False,Hainburg,False,True,1252-02-09,9,2,1252,1
233,False,Hainburg,False,True,1252-02-10,10,2,1252,1
234,True,Hainburg,False,False,1252-02-11,11,2,1252,1
235,False,Hainburg,False,False,1252-02-12,12,2,1252,1
236,False,Hainburg,False,False,1252-02-13,13,2,1252,1
237,False,Hainburg,False,False,1252-02-14,14,2,1252,1
238,False,Hainburg,False,False,1252-02-15,15,2,1252,1
239,True,Hainburg,False,False,1252-02-16,16,2,1252,1
240,False,Hainburg,False,False,1252-02-17,17,2,1252,1
241,False,Hainburg,False,False,1252-02-18,18,2,1252,1
242,False,Hainburg,False,False,1252-02-19,19,2,1252,1
243,False,Hainburg,False,False,1252-02-20,20,2,1252,1
244,False,Hainburg,False,False,1252-02-21,21,2,1252,1
245,False,Hainburg,False,False,1252-02-22,22,2,1252,1
246,False,Hainburg,False,False,1252-02-23,23,2,1252,1
247,False,Hainburg,False,False,1252-02-24,24,2,1252,1
248,False,Hainburg,False,False,1252-02-25,25,2,1252,1
249,False,Hainburg,False,False,1252-02-26,26,2,1252,1
250,False,Hainburg,False,False,1252-02-27,27,2,1252,1
251,False,Hainburg,False,False,1252-02-28,28,2,1252,1
252,False,Hainburg,False,False,1252-02-29,29,2,1252,1
253,False,Hainburg,False,False,1252-03-01,1,3,1252,1
254,False,Hainburg,False,False,1252-03-02,2,3,1252,1
255,False,Hainburg,False,False,1252-03-03,3,3,1252,1
256,False,Hainburg,False,False,1252-03-04,4,3,1252,1
257,True,Hainburg,False,True,1252-03-05,5,3,1252,1
258,False,Hainburg,False,True,1252-03-06,6,3,1252,1
259,False,Hainburg,False,True,1252-03-07,7,3,1252,1
260,False,Hainburg,False,True,1252-03-08,8,3,1252,1
261,False,Hainburg,True,True,1252-03-09,9,3,1252,1
262,False,False,True,True,1252-03-10,10,3,1252,1
263,False,False,True,True,1252-03-11,11,3,1252,1
264,False,Wiener Neustadt,False,True,1252-03-12,12,3,1252,1
265,False,Wiener Neustadt,False,True,1252-03-13,13,3,1252,1
266,False,Wiener Neustadt,False,True,1252-03-14,14,3,1252,1
267,True,Wiener Neustadt,True,True,1252-03-15,15,3,1252,1
268,False,False,True,True,1252-03-16,16,3,1252,1
269,False,False,True,True,1252-03-17,17,3,1252,1
270,False,False,True,True,1252-03-18,18,3,1252,1
271,True,Krems an der Donau,False,False,1252-03-19,19,3,1252,1
272,False,Krems an der Donau,False,False,1252-03-20,20,3,1252,1
273,True,Krems an der Donau,False,True,1252-03-21,21,3,1252,1
274,False,Krems an der Donau,False,True,1252-03-22,22,3,1252,1
275,False,Krems an der Donau,False,True,1252-03-23,23,3,1252,1
276,False,Krems an der Donau,False,True,1252-03-24,24,3,1252,1
277,False,Krems an der Donau,False,True,1252-03-25,25,3,1252,1
278,False,Krems an der Donau,False,True,1252-03-26,26,3,1252,1
279,False,Krems an der Donau,False,True,1252-03-27,27,3,1252,1
280,False,Krems an der Donau,False,True,1252-03-28,28,3,1252,1
281,False,Krems an der Donau,False,True,1252-03-29,29,3,1252,1
282,False,Krems an der Donau,False,True,1252-03-30,30,3,1252,1
283,False,Krems an der Donau,False,True,1252-03-31,31,3,1252,1
284,False,Krems an der Donau,False,True,1252-04-01,1,4,1252,1
285,False,Krems an der Donau,False,True,1252-04-02,2,4,1252,1
286,False,Krems an der Donau,False,True,1252-04-03,3,4,1252,1
287,False,Krems an der Donau,False,True,1252-04-04,4,4,1252,1
288,False,Krems an der Donau,False,True,1252-04-05,5,4,1252,1
289,False,Krems an der Donau,False,True,1252-04-06,6,4,1252,1
290,False,Krems an der Donau,True,False,1252-04-07,7,4,1252,1
291,False,False,True,False,1252-04-08,8,4,1252,1
292,False,False,True,False,1252-04-09,9,4,1252,1
293,False,False,True,False,1252-04-10,10,4,1252,1
294,False,False,True,False,1252-04-11,11,4,1252,1
295,False,Brno,False,False,1252-04-12,12,4,1252,1
296,False,Brno,False,False,1252-04-13,13,4,1252,1
297,False,Brno,False,False,1252-04-14,14,4,1252,1
298,False,Brno,False,False,1252-04-15,15,4,1252,1
299,False,Brno,False,False,1252-04-16,16,4,1252,1
300,False,Brno,False,False,1252-04-17,17,4,1252,1
301,False,Brno,False,False,1252-04-18,18,4,1252,1
302,False,Brno,False,False,1252-04-19,19,4,1252,1
303,False,Brno,False,False,1252-04-20,20,4,1252,1
304,False,Brno,False,False,1252-04-21,21,4,1252,1
305,False,Brno,False,False,1252-04-22,22,4,1252,1
306,False,Brno,False,False,1252-04-23,23,4,1252,1
307,False,Brno,False,False,1252-04-24,24,4,1252,1
308,False,Brno,False,False,1252-04-25,25,4,1252,1
309,False,Brno,False,False,1252-04-26,26,4,1252,1
310,False,Brno,False,False,1252-04-27,27,4,1252,1
311,True,Brno,False,False,1252-04-28,28,4,1252,1
312,False,Brno,False,False,1252-04-29,29,4,1252,1
313,False,Brno,False,False,1252-04-30,30,4,1252,1
314,False,Brno,False,False,1252-05-01,1,5,1252,1
315,False,Brno,False,False,1252-05-02,2,5,1252,1
316,False,Brno,False,False,1252-05-03,3,5,1252,1
317,False,Brno,False,False,1252-05-04,4,5,1252,1
318,False,Brno,False,False,1252-05-05,5,5,1252,1
319,False,Brno,False,False,1252-05-06,6,5,1252,1
320,False,Brno,False,False,1252-05-07,7,5,1252,1
321,False,Brno,False,False,1252-05-08,8,5,1252,1
322,False,Brno,False,False,1252-05-09,9,5,1252,1
323,False,Brno,False,False,1252-05-10,10,5,1252,1
324,False,Brno,False,False,1252-05-11,11,5,1252,1
325,False,Brno,False,False,1252-05-12,12,5,1252,1
326,False,Brno,False,False,1252-05-13,13,5,1252,1
327,False,Brno,False,False,1252-05-14,14,5,1252,1
328,False,Brno,False,False,1252-05-15,15,5,1252,1
329,False,Brno,True,False,1252-05-16,16,5,1252,1
330,False,False,True,False,1252-05-17,17,5,1252,1
331,False,False,True,False,1252-05-18,18,5,1252,1
332,False,Znojmo,False,False,1252-05-19,19,5,1252,1
333,False,Znojmo,False,False,1252-05-20,20,5,1252,1
334,False,Znojmo,False,False,1252-05-21,21,5,1252,1
335,False,Znojmo,False,False,1252-05-22,22,5,1252,1
336,False,Znojmo,False,False,1252-05-23,23,5,1252,1
337,False,Znojmo,False,False,1252-05-24,24,5,1252,1
338,False,Znojmo,False,False,1252-05-25,25,5,1252,1
339,False,Znojmo,False,False,1252-05-26,26,5,1252,1
340,False,Znojmo,False,False,1252-05-27,27,5,1252,1
341,False,Znojmo,False,False,1252-05-28,28,5,1252,1
342,False,Znojmo,False,False,1252-05-29,29,5,1252,1
343,False,Znojmo,False,False,1252-05-30,30,5,1252,1
344,False,Znojmo,False,False,1252-05-31,31,5,1252,1
345,False,Znojmo,False,False,1252-06-01,1,6,1252,1
346,False,Znojmo,False,False,1252-06-02,2,6,1252,1
347,False,Znojmo,False,False,1252-06-03,3,6,1252,1
348,False,Znojmo,False,False,1252-06-04,4,6,1252,1
349,False,Znojmo,False,False,1252-06-05,5,6,1252,1
350,True,Znojmo,False,False,1252-06-06,6,6,1252,1
351,False,Znojmo,False,False,1252-06-07,7,6,1252,1
352,False,Znojmo,False,False,1252-06-08,8,6,1252,1
353,False,Znojmo,False,False,1252-06-09,9,6,1252,1
354,False,Znojmo,False,False,1252-06-10,10,6,1252,1
355,False,Znojmo,False,False,1252-06-11,11,6,1252,1
356,False,Znojmo,False,False,1252-06-12,12,6,1252,1
357,False,Znojmo,False,False,1252-06-13,13,6,1252,1
358,False,Znojmo,False,False,1252-06-14,14,6,1252,1
359,False,Znojmo,False,False,1252-06-15,15,6,1252,1
360,False,Znojmo,False,False,1252-06-16,16,6,1252,1
361,False,Znojmo,False,False,1252-06-17,17,6,1252,1
362,False,Znojmo,False,False,1252-06-18,18,6,1252,1
363,False,Znojmo,False,False,1252-06-19,19,6,1252,1
364,False,Znojmo,False,False,1252-06-20,20,6,1252,1
365,False,Znojmo,False,False,1252-06-21,21,6,1252,1
366,False,Znojmo,False,False,1252-06-22,22,6,1252,1
367,False,Znojmo,False,False,1252-06-23,23,6,1252,1
368,False,Znojmo,False,False,1252-06-24,24,6,1252,1
369,False,Znojmo,False,False,1252-06-25,25,6,1252,1
370,False,Znojmo,False,False,1252-06-26,26,6,1252,1
371,False,Znojmo,False,False,1252-06-27,27,6,1252,1
372,False,Znojmo,False,False,1252-06-28,28,6,1252,1
373,False,Znojmo,False,False,1252-06-29,29,6,1252,1
374,False,Znojmo,False,False,1252-06-30,30,6,1252,1
375,False,Znojmo,False,False,1252-07-01,1,7,1252,1
376,False,Znojmo,False,False,1252-07-02,2,7,1252,1
377,False,Znojmo,False,False,1252-07-03,3,7,1252,1
378,False,Znojmo,False,False,1252-07-04,4,7,1252,1
379,False,Znojmo,False,False,1252-07-05,5,7,1252,1
380,False,Znojmo,False,False,1252-07-06,6,7,1252,1
381,False,Znojmo,False,False,1252-07-07,7,7,1252,1
382,False,Znojmo,False,False,1252-07-08,8,7,1252,1
383,False,Znojmo,False,False,1252-07-09,9,7,1252,1
384,False,Znojmo,False,False,1252-07-10,10,7,1252,1
385,False,Znojmo,False,False,1252-07-11,11,7,1252,1
386,False,Znojmo,False,False,1252-07-12,12,7,1252,1
387,False,Znojmo,False,False,1252-07-13,13,7,1252,1
388,False,Znojmo,False,False,1252-07-14,14,7,1252,1
389,False,Znojmo,True,False,1252-07-15,15,7,1252,1
390,False,False,True,False,1252-07-16,16,7,1252,1
391,False,False,True,False,1252-07-17,17,7,1252,1
392,False,False,True,False,1252-07-18,18,7,1252,1
393,False,False,True,False,1252-07-19,19,7,1252,1
394,False,False,True,False,1252-07-20,20,7,1252,1
395,False,False,True,False,1252-07-21,21,7,1252,1
396,False,False,True,False,1252-07-22,22,7,1252,1
397,False,Linz,False,False,1252-07-23,23,7,1252,1
398,False,Linz,False,True,1252-07-24,24,7,1252,1
399,False,Linz,False,True,1252-07-25,25,7,1252,1
400,False,Linz,False,True,1252-07-26,26,7,1252,1
401,False,Linz,False,True,1252-07-27,27,7,1252,1
402,False,Linz,False,True,1252-07-28,28,7,1252,1
403,False,Linz,False,True,1252-07-29,29,7,1252,1
404,False,Linz,False,True,1252-07-30,30,7,1252,1
405,False,Linz,False,True,1252-07-31,31,7,1252,1
406,False,Linz,False,True,1252-08-01,1,8,1252,1
407,False,Linz,False,True,1252-08-02,2,8,1252,1
408,False,Linz,False,True,1252-08-03,3,8,1252,1
409,False,Linz,False,True,1252-08-04,4,8,1252,1
410,False,Linz,False,True,1252-08-05,5,8,1252,1
411,False,Linz,False,True,1252-08-06,6,8,1252,1
412,False,Linz,False,True,1252-08-07,7,8,1252,1
413,False,Linz,False,True,1252-08-08,8,8,1252,1
414,False,Linz,False,True,1252-08-09,9,8,1252,1
415,False,Linz,False,True,1252-08-10,10,8,1252,1
416,False,Linz,False,True,1252-08-11,11,8,1252,1
417,False,Linz,False,True,1252-08-12,12,8,1252,1
418,False,Linz,False,True,1252-08-13,13,8,1252,1
419,False,Linz,False,True,1252-08-14,14,8,1252,1
420,False,Linz,False,True,1252-08-15,15,8,1252,1
421,False,Linz,False,True,1252-08-16,16,8,1252,1
422,False,Linz,False,True,1252-08-17,17,8,1252,1
423,False,Linz,False,True,1252-08-18,18,8,1252,1
424,False,Linz,False,True,1252-08-19,19,8,1252,1
425,False,Linz,False,True,1252-08-20,20,8,1252,1
426,False,Linz,False,True,1252-08-21,21,8,1252,1
427,False,Linz,False,True,1252-08-22,22,8,1252,1
428,False,Linz,False,True,1252-08-23,23,8,1252,1
429,False,Linz,False,True,1252-08-24,24,8,1252,1
430,False,Linz,False,True,1252-08-25,25,8,1252,1
431,False,Linz,False,True,1252-08-26,26,8,1252,1
432,False,Linz,False,True,1252-08-27,27,8,1252,1
433,False,Linz,False,True,1252-08-28,28,8,1252,1
434,False,Linz,False,True,1252-08-29,29,8,1252,1
435,True,Linz,False,True,1252-08-30,30,8,1252,1
436,False,Linz,False,True,1252-08-31,31,8,1252,1
437,False,Linz,False,True,1252-09-01,1,9,1252,1
438,False,Linz,False,True,1252-09-02,2,9,1252,1
439,False,Linz,False,True,1252-09-03,3,9,1252,1
440,False,Linz,False,True,1252-09-04,4,9,1252,1
441,False,Linz,False,True,1252-09-05,5,9,1252,1
442,False,Linz,False,True,1252-09-06,6,9,1252,1
443,False,Linz,False,True,1252-09-07,7,9,1252,1
444,False,Linz,False,True,1252-09-08,8,9,1252,1
445,False,Linz,False,True,1252-09-09,9,9,1252,1
446,False,Linz,False,True,1252-09-10,10,9,1252,1
447,False,Linz,False,True,1252-09-11,11,9,1252,1
448,False,Linz,False,True,1252-09-12,12,9,1252,1
449,False,Linz,False,True,1252-09-13,13,9,1252,1
450,False,Linz,False,True,1252-09-14,14,9,1252,1
451,False,Linz,True,False,1252-09-15,15,9,1252,1
452,False,False,True,False,1252-09-16,16,9,1252,1
453,False,False,True,False,1252-09-17,17,9,1252,1
454,False,False,True,False,1252-09-18,18,9,1252,1
455,False,False,True,False,1252-09-19,19,9,1252,1
456,False,False,True,False,1252-09-20,20,9,1252,1
457,False,False,True,False,1252-09-21,21,9,1252,1
458,False,False,True,False,1252-09-22,22,9,1252,1
459,False,False,True,False,1252-09-23,23,9,1252,1
460,False,False,True,False,1252-09-24,24,9,1252,1
461,False,False,True,False,1252-09-25,25,9,1252,1
462,False,False,True,False,1252-09-26,26,9,1252,1
463,False,False,True,False,1252-09-27,27,9,1252,1
464,False,False,True,False,1252-09-28,28,9,1252,1
465,False,False,True,False,1252-09-29,29,9,1252,1
466,False,Graz,False,False,1252-09-30,30,9,1252,1
467,False,Graz,False,False,1252-10-01,1,10,1252,1
468,False,Graz,False,False,1252-10-02,2,10,1252,1
469,False,Graz,False,False,1252-10-03,3,10,1252,1
470,False,Graz,False,False,1252-10-04,4,10,1252,1
471,False,Graz,False,False,1252-10-05,5,10,1252,1
472,False,Graz,False,False,1252-10-06,6,10,1252,1
473,False,Graz,False,False,1252-10-07,7,10,1252,1
474,False,Graz,False,False,1252-10-08,8,10,1252,1
475,False,Graz,False,False,1252-10-09,9,10,1252,1
476,False,Graz,False,False,1252-10-10,10,10,1252,1
477,False,Graz,False,False,1252-10-11,11,10,1252,1
478,False,Graz,False,False,1252-10-12,12,10,1252,1
479,False,Graz,False,False,1252-10-13,13,10,1252,1
480,False,Graz,False,False,1252-10-14,14,10,1252,1
481,True,Graz,False,False,1252-10-15,15,10,1252,1
482,False,Graz,False,False,1252-10-16,16,10,1252,1
483,False,Graz,False,False,1252-10-17,17,10,1252,1
484,False,Graz,False,False,1252-10-18,18,10,1252,1
485,False,Graz,False,False,1252-10-19,19,10,1252,1
